curated_smiles,bird - wild_oral_LD50
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,4.64911668292362
CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,5.254521223222311
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,3.784394739924268
Cc1ccc(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c2c1OC1C(C)C(=O)C(N)C(C(=O)NC3C(=O)NC(C(C)C)C(=O)N4CCCC4C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC3C)C1N2,6.100882435070409
C1CN1c1nc(N2CC2)nc(N2CC2)n1,4.852252525836708
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,4.151126948981419
C(#CCN1CCCC1)CN1CCCC1,3.283992834556944
S=P(N1CC1)(N1CC1)N1CC1,4.527239903212036
C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,3.197122481813825
CCOP(=S)(OCC)Oc1cc(C)c(SC)c(C)c1,4.882464904087381
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,3.84246924173769
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,5.257075636252004
Nc1ccncc1N,3.162890850951916
COP(=S)(OC)Oc1cc(C)c(SC)c(C)c1,4.465920924158688
COP(=S)(OC)Oc1ccc(SC)c(C)c1,5.330624469015076
CS(=O)(=O)OCCCCOS(C)(=O)=O,3.641738675787512
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.340436659588812
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,5.309212559862607
Cn1c(=O)c2c(ncn2C)n(C)c1=O,2.7885487247911405
c1ccc2c(c1)Oc1ccccc1[As]2O[As]1c2ccccc2Oc2ccccc21,4.320694003596896
CNC(=O)CSP(=S)(OC)OC,4.540790035488054
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,3.5165102541582165
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,3.912640784122407
COP(=O)(OC)OC=C(Cl)Cl,4.265163861874748
O=C(O)CF,4.517580044617988
CNC(=O)Oc1cccc2ccccc12,3.5554939090574385
CNC(=O)Oc1cccc(C(C)C)c1,4.78096053489966
CCC(C)C(C)(COC(N)=O)COC(N)=O,3.366011817361286
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,4.1017677321915
COS(C)(=O)=O,3.2921850972528865
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,4.320170961232898
CS(C)=O,2.8928511747107213
Cc1ccc(S(N)(=O)=O)cc1,3.358495765785933
CCC(=O)c1ccc(N)cc1,3.049896805945096
CCCCO,1.472012979647237
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,2.880911232461657
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,1.5332691705137278
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.479577229492289
CCC1(C(C)C)C(=O)NC(=O)NC1=O,3.916940612011678
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,3.475690554424716
NNC(N)=S,4.000662866763339
CC(C)(O)C(C)(O)c1ccc(Cl)cc1,3.826665883440113
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,3.6010677864049816
COP(=S)(OC)SCn1nnc2ccccc2c1=O,4.5720949431799545
COc1cc(C=O)cc(OC)c1OC,2.6673909791186303
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,3.7986010716833385
Cc1c(N)cccc1Cl,2.776317974384242
Oc1cccc(O)c1O,3.2256917060596377
NC(=O)c1ccccc1N,2.13403040478292
Nc1ccccc1[N+](=O)[O-],2.265214171839548
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.529341774305475
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,3.3549646535980417
COc1ccccc1N,2.4651395975993906
COc1cc(C=CC(=O)O)cc(OC)c1OC,2.751700406514117
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,3.428717783203832
Cc1c(N=C=O)cccc1N=C=O,3.240945922373594
O=C(O)c1ccc2ccccc2n1,3.238475164849424
CCOC(=O)c1ccc(N)cc1,3.4698009842591384
Cc1ccccc1F,3.0419095826769333
Nc1ccccc1N,2.910150788132332
Cc1ccc(N)cc1C,4.335253672658837
Cc1cc(Cl)ccc1N,3.2760050570026458
Nc1ccc(Cl)c(Cl)c1,2.834817601318355
OCC(O)CCl,3.668771114235652
O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,3.4293538594884816
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,4.35240030009486
O=S(=O)(O)c1ccccc1,3.3240848166359007
O=C(O)c1ccccn1,2.839876856681486
Nc1cccc(C(=O)O)c1,2.262096548098328
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,3.6023390909367774
CC(=O)c1ccc(N)cc1,3.0070158208355044
Nc1ccc([N+](=O)[O-])cc1,3.2652141718395478
CN(C)c1ccc(N(C)C)cc1,3.840762320402388
C=Cc1ccncc1,3.021767972682406
OCc1ccccc1,3.0339863652396053
COc1ccc(OC)c(N)c1,3.1852049003691465
CC=Cc1ccc(OC)cc1,2.671175773088195
Nc1ccc(Cl)cc1,3.105762172762184
Cc1ccc(N)cc1,3.4067672031688176
CCOP(=O)(OCC)OP(=O)(OCC)OCC,5.348737593596935
CCOP(=O)(OCC)Oc1cc(C)[nH]n1,3.767512064159891
Cc1cccc(N)c1,2.646201127586287
Nc1cccc(N)c1,2.284266113530357
Cc1ccncc1,2.343772488653684
Sc1ccccc1,3.6618954679894378
Cc1cccnc1,1.9690849396153571
Oc1cccnc1,2.1031238202354987
Clc1ccccn1,2.055175664309544
OCC#CCO,3.059891444426158
C#CC(O)(C=CCl)CC,3.5369220059698794
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,3.606926041486162
CNC(=O)Oc1ccccc1OC(C)C,4.740871492517527
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.065450596820744
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,3.475690554424716
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,6.108848203686009
CNC(=O)ON=CC(C)(C)SC,5.4043044897297055
Nc1ccccc1C(=O)O,2.262096548098328
COc1cc(OC)c([N+](=O)[O-])cc1Cl,3.337674857441537
Cc1ccc(N)cc1[N+](=O)[O-],4.677130541440998
Cc1cc(OC(=O)N(C)C)n(C(C)C)n1,4.390329102761396
CNC(=S)C(=S)NC,4.295951015131361
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,2.9169327245202177
COC(=O)C=C(CC(=O)OC)OP(=O)(OC)OC,5.472810319117547
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,4.4014600720198
Nc1ccc(O)cc1,3.288199880347653
O=C1C=CC(=O)c2ccccc21,3.075234031525332
CN(C)C(=S)SSC(=S)N(C)C,2.9038926895123587
O=C(O)C=Cc1ccccc1,3.170733900581219
CN(C)c1ccc(N=NS(=O)(=O)O)cc1,4.105057677296299
COP(=O)(OC)OC(C)=CC(=O)N(C)C,5.375100037076516
N#C[Na],4.088206988134535
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.415357361723757
c1ncncn1,2.908903027148786
ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,5.614637826832658
CCOP(=S)(OCC)Oc1cnccn1,5.0110633945167695
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4.721334030831868
CCOP(=S)(OCC)SCSCC,5.415617630102772
CCOP(=S)(OCC)SCCSCC,5.058193440011629
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.604157176296592
COP(S)(=NC(C)C)Oc1ccc(Cl)cc1Cl,3.497170241417682
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,3.4649587611400383
CCS(=O)CCSP(=O)(OC)OC,3.7681974883393545
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.6289123225904905
CN(C)CCCN(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C,2.9642350464993816
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,5.34691601836948
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,3.9320917275214886
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,3.387758108494213
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,5.319111266646446
CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1,4.371671758363029
CCOP(=S)(N=C1SCCS1)OCC,5.178287729164059
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,5.1823461643304505
CC(=O)c1cccnc1,2.8328639819410038
Nc1ccc(F)cc1,3.0457883243743025
Nc1cccc(F)c1,3.2976002973681022
Cc1ccc(N)cc1F,4.983473620649073
Cc1ccc(N)c(F)c1,3.09741697295591
Nc1cccnc1,3.849816434525738
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,4.704858029049336
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,4.441843721212514
O=C1CC(c2ccccc2)Oc2ccccc21,3.475688617853548
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,4.172684645601846
Nc1ccccn1,3.47398099287442
O=C1C=Cc2ccccc2C1=O,3.324024409100718
COc1cccc(N)c1,2.3407157329920034
Nc1ccc(I)cc1,3.3404936890062475
ClCCN(CCCl)CCCl,3.811065688957637
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,3.931669146555318
CCc1ccccc1N,2.208380436273337
O=C(O)O,2.7925597709614505
Cc1ccc(N=C=O)cc1N=C=O,3.240945922373594
OCc1ccncc1,2.41262374495504
OCc1ccccn1,2.162874932525014
CCc1cccc(N)c1,2.583754617046633
CCc1ccc(N)cc1,3.208380436273337
Nc1cccc(O)c1,2.6631878499066097
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.715454162865916
Cc1ccc(Cl)c(O)c1,2.4043375243936564
Nc1ccc(N)cc1,3.034002429099418
Clc1cccnc1,2.1801144009178435
Nc1ccc(Cl)c([N+](=O)[O-])c1,3.236967815723618
Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,3.8252791281048033
CCCC1CCCCN1,3.35485662505663
NC(=O)CF,4.137081417368553
Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,4.426444386070962
CNC(=O)Oc1cc(C)c(Cl)c(C)c1Cl,3.394642518320755
CNC(=O)Oc1cc(C)c(C)cc1Cl,5.079311352244495
CCc1cc(OC(=O)NC)c(Cl)c(C)c1Cl,4.304583315826805
CNC(=O)Oc1cc(C)c(Cl)c(C)c1,3.329731354553388
CCC(C)c1cccc(OC(=O)NC)c1,4.653784901600386
O[n+]1ccccc1,1.982764058504354
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,4.246235889433246
CCCN(CCC)C(=O)SCC,3.2772056715807443
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,4.786947793606386
CCN(CC)CCCl,3.5091320870265825
N#Cc1ccc(N)cc1,3.697644944395863
CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,3.611800815753626
CC(C)OS(C)(=O)=O,2.682588434581637
CCOP(=S)(CC)Sc1ccccc1,4.391529648091599
CCOP(=O)(N=C1SCCS1)OCC,5.032304169905118
COP(=S)(OC)SCSc1ccc(Cl)cc1,4.242791188977413
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,4.638121841057899
Nc1ccncc1,4.59891972948272
Cc1cc[n+](O)cc1,2.041929299406265
CC(=O)NN,3.24440610987561
CNC(=O)Oc1cccc2sccc12,4.066082918873193
On1ccccc1=S,3.104377841093702
CC(=O)c1ccccn1,2.0832839842498974
O=[N+]([O-])c1cc[n+]([O-])cc1,4.243341948471106
CNC(=O)Oc1cccc(C)c1,3.217989011265339
Nc1ccc(C(=O)c2ccccc2)cc1,2.545252072665652
COP(=S)(OC)Oc1ccc(S(=O)(=O)c2ccc(OP(=S)(OC)OC)cc2)cc1,4.074395834128361
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC,3.631980217423296
CNC(=O)Oc1cccc2c1OC(C)(C)C2,5.721645766289746
CCCC(=O)c1ccc(N)cc1,3.587460922558239
N#Cc1cc(I)c(O)c(I)c1,3.8597097429127407
N#Cc1cc(Br)c(O)c(Br)c1,3.743376477017313
CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,3.3623898326152686
CNP(=O)(NC)Oc1ccccc1,4.187472993545695
CCOP(=S)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,3.699711724627253
CSc1cccc(N)c1,2.268649724382504
CC(=O)Nc1ccc(N=NN(C)C)cc1,3.566203824540442
CNC(=O)Oc1ccccc1,3.179451248397774
Cc1cnccc1N,4.653791187387811
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.101208811490792
CNC(=O)Oc1ccc(N(C)C)c(C)c1,3.619637945061585
CNC(=O)Oc1cc(C)c(SC)c(C)c1,4.97257500844714
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,5.1348707915666685
c1ccc(Cc2ccncc2)cc1,3.973197150381789
N=C1NC(=O)C(c2ccccc2)O1,3.2459442801693057
CNC(=O)Oc1cc(C)c(S(C)(=O)=O)c(C)c1,5.155185847516625
CCNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.754954133919107
N#Cc1cccc(N)c1,2.322656974836906
CNC(=O)C(C)SCCSP(=O)(OC)OC,3.914332577344243
CNC(=O)Oc1ccc(Cl)c(C)c1,3.300241034980725
CC1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.888647807432256
CNC(=O)Oc1ccc(Cl)cc1,3.268601370739663
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,3.5628897577277705
CNC(=O)Oc1cc(C)cc(C(C)C)c1,4.617572728945941
CNC(=O)Oc1ccccc1C(C)C,3.5363741976505048
CNC(=O)Oc1cc(C)c(S(C)=O)c(C)c1,3.759329628710225
COP(=S)(OC)Oc1ccc(C#N)cc1,4.908885171774552
CNC(=O)Oc1cc(C)cc(C)c1,3.3783227863414487
CCOP(=S)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,4.3122855432335845
COc1cc(Cl)c(OC)cc1Cl,1.6171178155259789
CNC(=O)Oc1cc(C)c(C)c(C)c1,4.286110513219565
CN1CCCC1c1cccnc1,3.959727227754709
CCNP(=O)(OCC)Oc1cc(Cl)c(Cl)cc1Cl,4.141647016409033
Cl[As]1c2ccccc2Oc2ccccc21,3.444934344191361
CC=Cc1cc(OC)c(OC)cc1OC,2.443538344575629
CCC(C)c1ccc(Cl)c(OC(=O)NC)c1,5.003097750481737
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,4.845830758817917
CCP(=S)(OC)Sc1ccc(C)cc1,4.6433416210854
S=P(NC1CCCCC1)(N1CC1)N1CC1,4.389754199315325
COP(=S)(OC)Oc1ccc(SC)cc1,5.723140304097523
COP(=S)(OC)Oc1ccc(SSc2ccc(OP(=S)(OC)OC)cc2)cc1,5.521613977061385
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,4.16368211908865
Nc1cc[n+]([O-])cc1,3.1124315014033037
NC(=O)c1cccc(N)c1,2.13403040478292
CNC(=O)Oc1ccc(SC)c(C)c1,3.722810729935522
CCOP(S)(=NC)Oc1ccc(SC)c(C)c1,5.209184252902764
CCCCNCC1COc2cccc(OCC)c2O1,3.4238240019939727
CN(C)P(=S)(N1CC1)N1CC1,4.157727094056666
CCCCCCCC(=O)Oc1c(I)cc(C#N)cc1I,2.6964559941531405
CNC(=O)Oc1ccc(C)c(C)c1C,3.662861222821665
COP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,4.229711698503865
CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,4.951033216385188
CCOC(=O)NN,3.642739928950816
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,3.263383366875
COc1cc(OC)c(OC)cc1C=O,2.6673909791186303
CC(N)Cc1ccc(Cl)c(Cl)c1,3.43478174132437
CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,4.283801879285199
CC(=O)Nc1ccncc1,4.020087052476084
CC1=C(C(=O)Nc2ccccc2)SCCO1,3.7463242416065863
CN(C)C1CC(c2ccccc2)c2ccccc21,3.500320653545064
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,4.394636189840013
NC(Cc1ccc(O)c(O)c1)C(=O)O,3.2948848870000296
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.132538880588537
COP(=N)(S)Oc1ccc(C(C)(C)C)cc1Cl,3.5929254824933
COc1cc(Cl)c(OC)cc1N,3.2732930199392656
C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,4.324383773579803
CCOP(=S)(OCC)SC1CCC2C=CCC1S2,3.636117300799027
CNC(=O)C=C(C)OP(=O)(OC)OC,5.445536096200248
CNC(=O)Oc1ccccc1C1OCCO1,4.238158957935904
CC(=O)Nc1ccc(C)c(Cl)c1,5.150019201915148
CCNP(=S)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.7294482849584267
COC(=O)C=C(C)OP(=O)(OC)OC,5.204408770002043
O=[N+]([O-])c1cc(Cl)cc(-c2cc(Cl)cc([N+](=O)[O-])c2O)c1O,4.423994056160124
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,3.6544294054649193
OCC(CO)(CCl)CCl,4.857932754919747
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,5.223827447167382
CCCSP(=O)(OCC)SCCC,4.760153760109786
Clc1ccc(C2NCCNCc3ccccc32)cc1,3.4358109329376245
CNC(=O)Oc1ccc(SC)c(C(C)C)c1,5.123742781590177
O[N+]1=NC2CC1C1C2C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,4.186274709622662
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,4.724922761347411
CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,5.44291379374768
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,4.536458835192937
CCC(C)(C)c1ccc(Cl)c(OC(=O)NC)c1,4.453564642256167
CNC(=O)ON=C(C)SC,4.210088333601181
Nc1nc(-c2ccccc2)ns1,3.4988058227987064
CCNC(=O)Oc1ccc([N+](=O)[O-])cc1,3.447548720592129
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,3.4628814429188504
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,3.563438365803389
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,3.899986385091548
CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,5.045836524964468
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)c(C)c2)cc1C,4.995225272870621
COP(=N)(S)Oc1ccccc1C(=O)OC(C)C,5.586276661793948
CNC(=O)ON=C(C)SCCC#N,4.678425596057874
COP(=O)(NC(C)=O)SC,3.1167239387401526
Nc1ccccc1,2.2193486240462965
CCC(C(=O)N1CCCC1C)(c1ccccc1)c1ccccc1,3.612694870197683
CCP(N)(=S)Oc1ccc(SC)c(C)c1,4.912075849571449
Cc1ccc(N)cc1I,4.98724159259084
O=S(=O)(F)C1CCC(S(=O)(=O)F)C1,5.255726977261156
COC(=O)c1cncn1C(C)c1ccccc1,3.857081724538781
CCOP(=O)(NC(C)CC)Oc1cc(Cl)c(Cl)cc1Cl,3.681970480784353
CCNP(=O)(O)Oc1cc(Cl)c(Cl)cc1Cl,4.735394991178247
CC(C)NP(=O)(S)Oc1cc(Cl)c(Cl)cc1Cl,4.679417512878136
CNP(=O)(S)OC(C)C,3.228364422684669
O=P(O)(O)OC(=CCl)c1ccc(Cl)cc1Cl,4.976958630819893
CCOP(=O)(OCC)OC(=CSCC)c1ccc(Cl)cc1,4.545064536712314
CCOP(=O)(OCC)SC(C#N)=NOc1ccccc1,4.992198548027702
CCNP(=O)(O)Oc1ccc(Cl)cc1Cl,4.556386134614134
FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,2.6194585689943164
CCN(CC)Cc1cc(Cl)cc(Cl)c1OP(O)(=S)CC,4.928511677937041
CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,1.5712463472811056
CNC(C)C(O)c1ccccc1,2.468368357548885
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,4.165442943196353
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,1.5785532592836402
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,3.219062954992162
CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,5.099119661727055
CCOP(C)(S)=NOc1cccc2ccccc12,4.193923472291579
COP(=O)(OC)ON1C(=O)c2cccc3cccc(c23)C1=O,5.126598096076664
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,2.805110173401072
O=C1OCCC1N(C(=O)C1CC1)c1cccc(Cl)c1,2.145698181692219
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,1.540258430758867
O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,2.0922073891403428
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,2.286124996003141
Nc1ccc(S)cc1,3.4722780024680198
OCC(Br)(Br)Br,2.951726282610363
CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,5.040311922313591
COC1=CC(=O)c2ccccc2C1=O,2.774890997288281
CNC(=O)Oc1ccc(C)c(C)c1,3.9012015316217865
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,4.297623382210147
COP(=O)(OC)Oc1ccc(SC)cc1,5.646683735569908
C#CCOc1ccccc1OC(=O)NC,3.6589923555759
c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)nc1,4.744885728540382
CCOP(=S)(OCC)OP(=S)(OCC)OCC,3.508293991336039
C#CCOc1cccc(OC(=O)NC)c1,4.1361136102955625
NCc1ccccn1,2.284266113530357
S=c1cc[nH]cc1,2.170922435671847
CCOP(=S)(OCC)Oc1nn2c(C)cc(C)nc2c1Br,5.215539529930434
COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1,3.747572137597427
Cc1ccc(N)cc1Cl,4.77085507868274
Cc1ccc(N)cc1Br,4.990880741957775
CCCOC(=O)NCCCN(C)C,1.7904835900171194
CCOP(=S)(OCC)Oc1nn2c(C)cc(C)nc2c1Cl,5.038644995096171
CCOP(=O)(O)Sc1ccc(C)cc1,5.161818910188131
