curated_smiles,mammal (species unspecified)_intraperitoneal_LD50
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,3.279347492410732
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,3.0119663576898987
O=C(O)c1cccnc1,1.809746167165852
CC12C(=O)OC(=O)C1(C)C1CCC2O1,5.05970731968815
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,2.887052500422679
CC(=O)O[Hg]c1ccccc1,4.527294707559674
NC(N)=S,1.3374535562353596
O=C(O)CF,5.892328390628092
CCO,1.0299403297315826
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.5568715361351693
C1=CC2C3C=CC(C3)C2C1,2.138979932456201
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,3.537890745331187
Nc1cc(Cl)ccc1C(=O)O,2.234474256869768
c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,1.903644564591872
O=c1[nH]c2cc(Cl)ccc2o1,2.488978647150601
O=C(NCSc1nc2ccccc2s1)NCSc1nc2ccccc2s1,1.8436417486176708
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,3.0938263710888
CCCCN(CCO)CCCC,3.159617316666292
CCCCN(CCCC)CCCC,3.238620528046551
NC1CCCCC1,2.6953809715382264
O=C(O)CCCCCCCCC(=O)O,2.2358506636765547
O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,2.0417399818435884
CN(C)CCOC(c1ccccc1)c1ccccc1,3.504064583389968
CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,3.7439605890735135
CC(N)Cc1ccccc1,3.318095456147784
CCCCNc1c2c(nc3ccccc13)CCCC2,4.104447845492239
CCNc1cccc2nc3c(cc12)CCCC3,4.053698695566548
CNc1cccc2nc3c(cc12)CCCC3,4.025911815768653
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,3.309373103380042
CNc1c(C)n(C)n(-c2ccccc2)c1=O,2.734943770754138
CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,3.825471852310784
Cc1nc2cc(Cl)ccc2c(=O)o1,2.2913799519068787
Cc1ccccc1-n1c(C)nc2cc(Cl)ccc2c1=O,2.454457631995636
NCCCCCCC(=O)O,4.349059241697678
CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.5150730170032745
CN(C(=S)Oc1ccc2ccccc2c1)c1ccc2ccccc2c1,1.5358647852163094
O=C(NN(CCCl)CCCl)c1ccco1,2.9450243365041784
O=C(C=Cc1ccco1)NN(CCCl)CCCl,3.7103226901042414
O=C(c1ccco1)N(CCCl)CCCl,2.760308451440556
O=C(C=Cc1ccco1)N(CCCl)CCCl,3.201042723919736
O=C(c1ccc([N+](=O)[O-])o1)N(CCCl)CCCl,2.90478507627772
O=C(NN(CCCl)CCCl)c1ccc([N+](=O)[O-])o1,3.0735130656253493
O=C1C(N2CCCCC2)CCN1c1ccccc1,3.035808496577747
O=C(C=Cc1ccc([N+](=O)[O-])o1)N(CCCl)CCCl,3.01020522713512
O=C(/C=C/c1ccc([N+](=O)[O-])o1)NN(CCCl)CCCl,2.1963015783929927
Cc1cccc(OCC2COB(c3ccccc3)O2)c1,2.6959370706722243
Cc1ccc(OCC2COB(c3ccccc3)O2)cc1,2.5252408435032496
Clc1cccc(OCC2COB(c3ccccc3)O2)c1,2.719841832815794
Clc1ccc(OCC2COB(c3ccccc3)O2)cc1,2.8267360667304517
CCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)OCCCCCCCCCCCC,3.7802702180816032
CN(C)CC(=O)NC(=O)Nc1ccccc1,3.2549977966160077
COc1ccc(NC(=O)NC(=O)CN(C)C)cc1,2.430752380885965
CCOc1ccc(NC(=O)NC(=O)CN(C)C)cc1,2.582399059926808
CCOc1ccc(NC(=O)NC(=O)C(CC)N(C)C)cc1,2.502209558706508
OC1(c2ccc(Cl)cc2)CCN(CCCN2c3ccccc3Sc3cc(Cl)ccc32)CC1,3.1810213649487333
CCOc1ccc(NC(=O)NC(=O)C(C)N(C)C)cc1,2.693316697622091
Clc1cccc(Cl)c1NC1=NCCN1,3.353312672057796
Cc1ccccc1-n1c(C)nc2ccc(I)cc2c1=O,2.5754153279271703
CC(C)C1CCC2(C)CCCC(=O)C2(C)C1,2.583652108542044
Nc1ccc(I)cc1C(=O)O,2.420011889394738
ONC1NCNC2NCNC12,2.529826109183201
CN(C)CCN1c2ccccc2Sc2ccccc21,3.1914590451026745
OC1(c2ccc(Cl)cc2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,3.571147651230817
Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1,2.514992220725989
NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,3.516417734111937
C[Si](C)(C)NCCc1ccccc1,2.9853501177723496
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,2.529490668856619
CN(C)CCCNCCCN,3.3448205706802767
COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)C(OC1OC(C)C(O)C(O)C1OC)C(OC)C(C)(O)C3=O,3.009580174972849
Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,2.4168893649693906
CCC(C)(NC(=O)CN(C)C(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc1ccccc1)NC(C)=O)C(=O)NCC(=O)NC(CC(C)C)C(=O)N(C)C(C)C(=O)N(C)CC(=O)N1CC(O)CC1C(=O)NC(CCC(N)=O)C(=O)NC(C)(CC)C(=O)N1CC(O)CC1C(=O)N(C)C(C)C(=O)N1CCCC1C(=O)NC(CO)Cc1ccccc1,4.025296084938071
NC(=O)NC(=O)C1CC(=O)OC1c1ccccc1,1.8508002192230024
C=CCc1ccccc1OCC(O)CNC(C)C,3.388216167562041
NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.782738601821969
Cc1ccc2c(c1)N(CCCN1CCC(C(N)=O)(N3CCCCC3)CC1)c1ccccc1S2,4.065093054746346
CC(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)(N3CCCCC3)CC1)c1ccccc1S2,3.91442161574223
CN(Cc1ccccc1)[Si](C)(C)C,2.9853501177723496
CCOC(=O)C=C(C)C=CC1(O)C(C)=CC(=O)CC1(C)C,2.289848975761528
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,2.9398519178833737
COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,3.202030140200141
O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1,2.797621145476484
ClCCN(CCCl)N=CC=Cc1ccco1,2.453105528830282
O=[N+]([O-])c1ccc(C=NN(CCCl)CCCl)o1,2.903262119616092
O=[N+]([O-])c1ccc(C=CC=CC=NN(CCCl)CCCl)o1,2.3452913734584397
CC(C=Cc1ccc([N+](=O)[O-])o1)=NN(CCCl)CCCl,2.125177532910381
O=[N+]([O-])c1ccc(C=CC=NN(CCCl)CCCl)o1,2.3305968077367365
Cc1cc(N(C)N=Cc2ccc([N+](=O)[O-])o2)ncn1,2.590966534819567
Cc1ccc(N2CN(C(=O)CN3CCCCC3)c3ccccc3C2=O)cc1,3.3843665580830544
CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O,2.246040409644763
O=C(CCCN1CCC2(CCCC(C(F)(F)F)C2)CC1)c1ccc(F)cc1,3.585962416367233
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,2.8755836263390893
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,2.5056125269692293
COC1C=CC(C)(O)C=CC(=O)OC(C)C(C)CCC=C1C,2.4891397165661817
CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,3.7551329187998745
CC(=O)C1(c2ccccc2)CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,3.1349327583326936
OC1(c2cccc(C(F)(F)F)c2)CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,3.6007533346304674
Cc1ccc(C2(O)CCN(CCCN3c4ccccc4C=Cc4ccccc43)CC2)cc1,3.548786469624493
OC1(c2ccccc2)CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,3.8352264421199225
COC1(c2ccccc2)CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,3.247756473960512
OC1(Cc2ccccc2)CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,3.548786469624493
NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,3.869840674274253
CN(C)C1(C(N)=O)CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,3.527799547574908
CC1(C)c2ccccc2N(CCCN2CCC(O)(c3cccc(C(F)(F)F)c3)CC2)c2ccccc21,3.189105011776628
CN(C)C1(C(N)=O)CCN(CCCN2c3ccccc3C(C)(C)c3ccccc32)CC1,3.6238703009084703
CN1CCN(C2CCN(CCCN3c4ccccc4C(C)(C)c4ccccc43)CC2)CC1,3.5569614847673767
CC1(C)c2ccccc2N(CCCN2CCC(C(N)=O)(N3CCCCC3)CC2)c2ccccc21,3.1582361814967355
CCCCCc1ccc(O)c(CCCCC)c1,2.5775344192388663
Clc1cccc(N2CCN(CN3CCN(c4cccc(Cl)c4)CC3)CC2)c1,2.970365089483088
O=C1CC(c2ccccc2)C(=O)N1c1ccc(Cl)cc1,2.4347665421194447
O=c1cc(O)c1=O,4.649055921290318
NC(=O)c1cc(Sc2ccc(N(CCCl)CCCl)cc2)c([N+](=O)[O-])cc1[N+](=O)[O-],3.8232577556867535
NC(=O)c1cc(Sc2ccc(N(CCBr)CCBr)cc2)c([N+](=O)[O-])cc1[N+](=O)[O-],3.975521336366049
CCN(CC(C)Cl)c1ccc(Sc2cc(C(N)=O)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,4.137208675923071
NC(=O)c1cc(NCc2ccc(N(CCCl)CCCl)cc2)c([N+](=O)[O-])cc1[N+](=O)[O-],3.328823370382877
CCN(CCCl)c1ccc(CNc2cc(C(N)=O)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,3.4264917008919493
CCN(CC(C)Cl)c1ccc(Nc2cc(C(N)=O)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,4.133787094012098
CCN(CCBr)c1ccc(Nc2cc(C(N)=O)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,4.257452971081367
NC(=O)c1cc(Nc2ccc(N(CCBr)CCBr)cc2)c([N+](=O)[O-])cc1[N+](=O)[O-],4.101976889466224
NC(=O)c1cc(Sc2ccc(N(CCI)CCI)cc2)c([N+](=O)[O-])cc1[N+](=O)[O-],2.631587833472095
CCN(CCI)c1ccc(CNc2cc(C(N)=O)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,2.914484478198725
CCN(CCBr)c1ccc(NC(=O)c2cc(N3CC3)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,2.7182820107849426
CCN(CCCl)c1ccc(Nc2cc(C(N)=O)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,3.0138650351299865
CCN(CCCl)c1ccc(NC(=O)c2cc(N3CC3)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,2.3065221373363856
CC(C)CNc1c2c(nc3ccccc13)CCCC2,4.104447845492239
CNc1c2c(nc3ccc(C)cc13)CCCC2,4.053698695566548
CCNc1c2c(nc3ccc(C)cc13)CCCC2,4.079814130800684
CCCCNc1c2c(nc3ccc(C)cc13)CCCC2,4.127758988131717
Cc1ccc2nc3c(c(NCC(C)C)c2c1)CCCC3,4.127758988131717
CCCCNc1c2c(nc3ccc(Cl)cc13)CCCC2,4.159600275348243
CC(C)CNc1c2c(nc3ccc(Cl)cc13)CCCC2,4.159600275348243
CCCCNc1c2c(nc3ccc(Br)cc13)CCCC2,4.2217701352003125
CC(C)CNc1c2c(nc3ccc(Br)cc13)CCCC2,4.2217701352003125
O=C(O)c1ccccc1NS(=O)(=O)c1ccccc1,2.710557675905988
COc1ccc(CCN[Si](C)(C)C)cc1OC,3.102807463435298
COc1ccc(N2CCN(CCNc3ccccc3C(N)=O)CC2)cc1,3.0724386269928643
C=C(C)C(=O)Oc1ccc(NC(C)=O)cc1,2.6419497890641432
O=C(CN1CCOCC1)Nc1ccccc1C(=O)Nc1ccccc1,2.053584185240767
C=C(C)C(=O)Oc1ccccc1C(=O)O,2.6153123380231
O=C(NC(=Cc1ccccc1)C(=O)N1CCCCC1)c1ccccc1,4.2232609482248415
O=C(NC(=Cc1ccccc1)C(=O)N1CCOCC1)c1ccccc1,4.225814372250764
Cn1c(NN)cc(=O)n(C)c1=O,2.5319180987341823
Cn1c(N=N)c(NO)c(=O)n(C)c1=O,3.3961339363746386
O=C1CC(c2ccccc2)C(=O)N1Cc1ccccc1,2.7425156560893003
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,4.040183609937242
CCC(=O)OC1(c2ccccc2)CCN(C2Cc3ccccc3C2)CC1,3.0315315098709097
CCC(=O)OC1(c2ccccc2)CCN(C2Cc3ccccc3C2C)CC1,3.016437565600997
O=C(O)c1ccccc1NS(=O)(=O)c1ccc(Br)cc1,2.9662295278732653
O=C(O)c1ccccc1NS(=O)(=O)c1ccc(F)cc1,2.873653114935295
O=C(O)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,3.0544681959415767
COc1ccc(C=C(NC(=O)c2ccc(NC(C)=O)cc2)C(=O)NC2CCCCC2)cc1,4.161890837529584
CC(=O)Nc1ccc(C(=O)NC(=Cc2ccccc2Cl)C(=O)NC2CCCCC2)cc1,4.245456403293599
O=C(NC(=CC=Cc1ccccc1)C(=O)N1CCCCC1)c1ccccc1,4.158913455177984
CC(=O)Nc1ccc(C(=O)NC(=Cc2ccc(Cl)cc2)C(=O)N2CCCCC2)cc1,4.328293959463045
O=C(NC(=Cc1ccccc1Cl)C(=O)N1CCOCC1)c1ccccc1,3.967121896610615
COc1ccc(C=C(NC(=O)c2ccc(NC(C)=O)cc2)C(=O)N2CCOCC2)cc1,4.450730364296498
CC(=O)Nc1ccc(C(=O)NC(=Cc2ccc(N(C)C)cc2)C(=O)N2CCOCC2)cc1,4.162874932525014
O=C(NC(=Cc1ccco1)C(=O)N1CCOCC1)c1ccccc1,3.9116262872217353
O=C(NC1CCCCC1)C(=Cc1ccccc1)NC(=O)c1ccccc1,4.065014228663737
CN(C)c1ccc(C=C(NC(=O)c2ccccc2)C(=O)N2CCCCC2)cc1,3.974843159030312
NC(=O)C(=O)Nc1ccccn1,2.4862950722031187
CNC(=O)C(=O)Nc1ccccn1,2.0771958494035303
CCNC(=O)C(=O)Nc1ccccn1,3.2816992354936745
CCCNC(=O)C(=O)Nc1ccccn1,2.1403676550326844
CC(C)CNC(=O)C(=O)Nc1ccccn1,2.724766853081648
CCOC(=O)C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,2.180868188035129
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,5.59659624987202
C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23C(OC(C)=O)C=CC(C)(O)CC(C)CC=CC3C1O,5.324012449049708
COc1ccc(CN[Si](C)(C)C)cc1,3.1448128224068657
O=C1OCC(c2ccccc2)C1CN1CCOCC1,2.779684581928006
CN(C(=O)c1ccccc1NC(=O)CN1CCOCC1)c1ccccc1,2.4875957398517103
CN(C(=O)CN1CCOCC1)c1ccccc1C(=O)Nc1ccccc1,3.116929816046335
CN(C(=O)c1ccccc1N(C)C(=O)CN1CCOCC1)c1ccccc1,3.088075815079898
Cc1ccc(N(C)C(=O)c2ccccc2NC(=O)CN2CCCCC2)cc1,2.0857387966497813
Cc1ccc(NC(=O)c2ccccc2N(C)C(=O)CN2CCCCC2)cc1,3.386768792313762
Cc1ccc(N(C)C(=O)c2ccccc2N(C)C(=O)CN2CCCCC2)cc1,3.256997063017402
Cc1ccc(NC(=O)c2ccccc2NC(=O)CN2CCCCC2)cc1,2.0687422929329817
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,4.805800598995685
Cc1ccc(S(=O)(=O)NC(=O)C(=O)NC(CO)C(O)c2ccc([N+](=O)[O-])cc2)cc1,2.2467791860660355
Cc1ccc(S(=O)(=O)NNC(=O)C(O)N=O)cc1,2.3541656559339974
O=NC(O)C(=O)NNS(=O)(=O)c1ccc(Br)cc1,2.404591039122838
O=C1CC(c2ccc(Cl)cc2)C(=O)N1Cc1ccccc1,2.7059173219998907
NS(=O)(=O)c1nn2cc(-c3ccc([N+](=O)[O-])cc3)nc2s1,2.0605390125945884
Nc1ccc2nc3ccc(N)cc3cc2c1,2.843548362888588
CC(C)(C)C(=O)C1CC1CO,2.079807181032609
CC(C)(C)C(=O)C1CC1COC(N)=O,2.600428325732131
Cc1ccccc1-n1c(SCC(=O)N(Cc2ccccc2)Cc2ccccc2)nc2ccc(Br)cc2c1=O,2.8637235052719605
O=C(CSc1nc2ccc(Br)cc2c(=O)n1-c1ccc(Cl)cc1)N(Cc1ccccc1)Cc1ccccc1,2.8786345193524285
CC(C)CN(CC(C)C)C(=O)CSc1nc2ccc(Br)cc2c(=O)n1-c1ccccc1,2.7980270647965813
Cc1ccccc1-n1c(SCC(=O)N(CC(C)C)CC(C)C)nc2ccc(Br)cc2c1=O,2.8099845430493664
CC(C)CN(CC(C)C)C(=O)CSc1nc2ccc(Br)cc2c(=O)n1-c1ccc(Cl)cc1,2.951760757712836
COc1ccc(-n2c(SCC(=O)N(CC(C)C)CC(C)C)nc3ccc(Br)cc3c2=O)cc1,2.823232887412546
O=C(CSc1nc2ccc(Br)cc2c(=O)n1-c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,2.9781135333030586
CN1CCc2c3n(c4ccccc24)C(C)(O)CCC31,3.890317687748622
CCCN1CCc2c3n(c4ccccc24)C(=O)CCC31,3.12768778753985
C=CCC1(CC=C)C(=O)Nc2ccccc2OC1=O,1.9979606715770375
C=CCC1(CC=C)C(=O)Oc2ccccc2OC1=O,2.0211439000613867
CC(Cc1ccccc1)NC(Cc1cnc[nH]1)C(=O)NC(=O)C1CCC(=O)N1,2.8433483178003454
C=CCN1CCc2c3n(c4ccccc24)C(=O)CCC31,3.1244129221032284
CN1CCc2c3n(c4ccccc24)C(=O)CCC31,3.8622506745979246
CN1CCc2c3n(c4ccccc24)CCCC31,3.8362147513526414
CC=CCN1CCc2c3n(c4ccccc24)C(=O)CCC31,3.1467030949740527
C#CCN1CCc2c3n(c4ccccc24)C(=O)CCC31,3.1211131742835034
C=CCC1(O)CCC2c3c(c4ccccc4n31)CCN2C,3.9323307597319817
CCN(CC)CCOC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)O)CCC32)C1,3.459473598406672
C=CCOc1ccc(N/C(=N\c2ccccc2)NCc2ccccc2)cc1,2.55322380617653
C=CCOc1ccc(N/C(=N\c2ccc(C)cc2)NCc2ccccc2)cc1,2.569940113220819
C=CCOc1ccc(N/C(=N\c2ccc(OC)cc2)NCc2ccccc2)cc1,2.685162666513232
C=CCOc1ccc(N/C(=N\c2ccc(OCC)cc2)NCc2ccccc2)cc1,2.904726361943029
C=CCOc1ccc(N/C(=N\c2ccc(Cl)cc2)NCc2ccccc2)cc1,2.7181162164343164
C=CCOc1ccc(/N=C(\NCc2ccccc2)Nc2ccc(Br)cc2)cc1,2.639837966160348
C=CCOc1ccc(N/C(=N\c2ccccc2)NCCc2ccc(Cl)cc2)cc1,2.733388815494151
C=CCOc1ccc(N/C(=N\c2ccc(C)cc2)NCCc2ccc(Cl)cc2)cc1,2.623203790497379
C=CCOc1ccc(/N=C(/NCCc2ccc(Cl)cc2)Nc2ccc(OC)cc2)cc1,2.940471658647488
C=CCOc1ccc(N/C(=N\c2ccc(Cl)cc2)NCCc2ccc(Cl)cc2)cc1,2.7687604066040703
C=CCOc1ccc(NC(=NCCc2ccc(Cl)cc2)Nc2ccc(Br)cc2)cc1,2.7824950191376407
CCC(=O)NC(c1ccccc1)C1CCCN(C)C1,2.691333420985809
O=C1Nc2ncccc2S(=O)(=O)N1,2.600299707569745
NC1=Nc2ncccc2S(=O)(=O)N1,2.59814898389442
CN1C(N)=NS(=O)(=O)c2cccnc21,2.627844955010453
O=S1(=O)NC=Nc2ncccc21,2.563936499757184
CN1C=NS(=O)(=O)c2cccnc21,2.595978748042326
CC1=NS(=O)(=O)c2cccnc2N1C,2.926848485544369
CC1=NS(=O)(=O)c2cccnc2N1,2.595978748042326
O=C1CC(c2ccccc2)C(=O)N1CCN1CCNCC1,2.996032851040943
O=C1CC(c2ccc(Cl)cc2)C(=O)N1CCN1CCNCC1,3.0926234882889903
N=C(N)c1cc2ccccc2o1,3.1254161979827546
N=C(Nc1ccccc1)c1cc2ccccc2o1,2.419173424305683
CCOC(=O)NN=CNc1cc2ccccc2o1,2.438900816770744
N=C(NC(=O)Nc1ccccc1)c1cc2ccccc2o1,2.491826871319828
c1ccc2oc(C3=NCCCN3)cc2c1,3.979333710730597
N=C(Nc1ccc(Cl)cc1)c1cc2ccccc2o1,2.478276227696481
COc1ccc(NC(=N)c2cc3ccccc3o2)cc1,2.4711286569996163
CCOC(=O)CN1C(=O)C(c2ccccc2)(c2ccccc2)c2cc(C)cc(C)c21,2.902535908227196
COc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)C(=O)N2CC(=O)NO,2.589304938221913
C/C(=N/c1cc(Cl)ccc1C(=O)O)Nc1cc(C)cc(C)c1,2.500768722057328
Cc1nc2cc(C(=O)O)ccc2c(=O)n1-c1cccc(Cl)c1,2.497935381948984
Cc1nc2cc(Cl)ccc2c(=O)n1-c1ccccc1Cl,2.484533298865037
Cc1nc2cc(C(=O)O)ccc2c(=O)n1-c1ccccc1Cl,2.497935381948984
Cc1nc2cc(Cl)ccc2c(=O)n1-c1cccc(Cl)c1,2.484533298865037
Cc1nc2ccc(I)cc2c(=O)n1-c1ccc(F)cc1,2.5799664189650806
Cc1nc2cc(C(=O)O)ccc2c(=O)n1-c1ccc(Br)cc1,2.5553109369854443
Cc1cc(C)cc(-n2c(C)nc3cc(Cl)ccc3c2=O)c1,2.475341347892925
Cc1cc(C)cc(-n2c(C)nc3ccc(I)cc3c2=O)c1,2.591313976352793
Cc1cc(C)cc(-n2c(C)nc3cc(C(=O)O)ccc3c2=O)c1,2.48902564257169
Cc1ccccc1-n1c(C)nc2cc(C(=O)O)ccc2c1=O,2.885606244743412
CCCCNC(=O)c1ccc2c(=O)n(-c3ccccc3C)c(C)nc2c1,2.543365159645176
COc1ccc(CCNC(=O)c2ccc3c(=O)n(-c4ccccc4C)c(C)nc3c2)cc1OC,2.6604195757954745
COc1cc2c(cc1OC)C(c1ccc3c(=O)n(-c4ccccc4C)c(C)nc3c1)=NCC2,2.642973701494121
Cc1ccc(CN2CCN(c3ccccc3)CC2)cc1[N+](=O)[O-],2.493297687955505
COc1ccc(CCNCc2ccc(C)c([N+](=O)[O-])c2)cc1OC,2.51901900692932
COc1ccc(CCN(Cc2ccc(C)c([N+](=O)[O-])c2)C(C)=O)cc1OC,2.5710341619091484
Cc1ccc(CN2CCN(c3ccccc3)CC2)cc1N,2.4493287230791845
COc1ccc(CCN(Cc2ccc(C)c(N)c2)C(C)=O)cc1OC,2.534583220141394
COc1ccc(CCN(Cc2ccc(C)c(-n3c(C)nc4ccccc4c3=O)c2)C(C)=O)cc1OC,2.686264368293336
Cc1ccc(CN2CCN(c3ccccc3)CC2)cc1-n1c(C)nc2ccccc2c1=O,2.6279267993070388
COc1ccc(CCNCc2ccc(C)c(-n3c(C)nc4ccccc4c3=O)c2)cc1OC,2.6469396461725965
NC(=O)c1ccc(N)cc1NCCN1CCN(c2ccccc2)CC1,3.2297368614097097
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,4.5115507645254045
Cc1nc2cccc(I)c2c(=O)o1,2.4579666288544253
O=C(CNCn1cnc2ccccc2c1=O)NC(=O)Nc1ccccc1,2.642669747609621
O=C(CNCn1cnc2ccc(Br)cc2c1=O)NC(=O)Nc1ccccc1,2.730643004642418
O=C(CNCn1cnc2ccc([N+](=O)[O-])cc2c1=O)NC(=O)Nc1ccccc1,2.996033115520056
O=C(CNCn1cnc2ccccc2c1=O)NC(=O)Nc1ccc(Cl)cc1,2.683284618822914
O=C(CNCn1cnc2ccc([N+](=O)[O-])cc2c1=O)NC(=O)Nc1ccc(Cl)cc1,2.731193772452004
Cc1ccccc1NC(=O)NC(=O)CNCn1cnc2ccccc2c1=O,2.659670236127221
Cc1ccccc1NC(=O)NC(=O)CNCn1cnc2ccc([N+](=O)[O-])cc2c1=O,2.7101067827586705
Cc1ccc(NC(=O)NC(=O)CNCn2cnc3ccccc3c2=O)cc1,2.659670236127221
Cc1ccc(NC(=O)NC(=O)CNCn2cnc3ccc(Br)cc3c2=O)cc1,2.744575573832903
COc1ccccc1NC(=O)NC(=O)CNCn1cnc2ccc(Br)cc2c1=O,2.759939665717116
COc1ccccc1NC(=O)NC(=O)CNCn1cnc2ccccc2c1=O,2.678281592142024
N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccccc2)[nH]c1=S,3.508960433176952
O=[N+]([O-])c1ccc(C=NN2Cc3ccccc3C2)cc1,2.92729237875404
Oc1ccc(C=NN2CCc3ccccc3C2)cc1,2.5687994004259136
Oc1ccccc1C=NN1CCc2ccccc2C1,2.4854925637887733
