curated_smiles,mammal (species unspecified)_oral_LD50
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.6439895723953044
CN(C)CCCN1c2ccccc2CCc2ccccc21,2.9037331969093607
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,2.804647743356504
CC(=O)Oc1ccccc1C(=O)O,2.012617913873905
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.6719488324015095
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.650541852618081
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,1.915827059432076
O=C(O)c1cccnc1,1.4419642638596146
COP(=S)(OC)Oc1ccc(SC)c(C)c1,3.423378522251975
ClC(Cl)(Cl)Cl,1.4088700267350414
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,3.774092220527385
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,3.0039307631357266
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,1.7610719313418084
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,3.6076979411455783
O=C(O)CF,5.850935705469866
CNC(=O)Oc1cccc2ccccc12,2.5961117599657024
CCCCCC=O,1.4324969277849215
CS(C)=O,0.5624374013615309
CCC(=O)c1ccc(N)cc1,4.425560419905981
c1ccccc1,1.136854021711318
CC#N,1.3906284280871606
NC=O,1.155297470364097
CC1CO1,2.1205739312058496
O=CC(Cl)(Cl)Cl,2.3172037769618083
COC(F)(F)C(Cl)Cl,1.661091943240919
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,2.964223083792353
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1.7573180981503709
C=CC(N)=O,2.8517413091510337
CCC(=O)O,1.6548512630801056
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.5455754338338787
O=S1(=O)N2CN3CN1CN(C2)S3(=O)=O,6.380692318215038
CCCCOC(=O)c1ccccc1C(=O)OCCCC,1.7456181008036715
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,2.491193547294686
Cc1cc(C)c(N)c(C)c1,2.560465872908742
Oc1c(Cl)cc(Cl)cc1Cl,2.638396886160696
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,2.617224773504789
N#CCCN(CCO)c1ccccc1,2.0240430292160982
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,2.6176631388235343
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,2.708393702759793
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.4254642355905998
C1=Cc2ccccc2C1,1.3660978151582706
Cc1ccccc1N,1.7995675721884443
Oc1ccccc1Br,2.425155339252821
Oc1ccccc1Cl,2.4656464309240462
OCC(O)CCl,3.1297056078620398
COC(=O)CCl,2.6553145509886478
Cc1cc(Sc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,1.752456835184155
OCc1ccco1,2.435370933649036
ClC(Cl)(Cl)c1ccccc1,2.177150091228644
CC(C)(C)c1ccc(O)cc1,2.000639389635215
CC(=O)c1ccccc1,1.6483636255683187
ClC(Cl)c1ccccc1,2.0607814542229628
O=[N+]([O-])c1ccccc1,2.3913268546543613
COC(=O)c1ccc(C)cc1,1.5968198278093413
O=[N+]([O-])c1ccc(O)cc1,2.7506613973558007
C=Cc1ccccc1,1.8415763549364284
C=Cc1ccncc1,2.687314221531475
ClCc1ccccc1,1.9262944177239552
NCc1ccccc1,2.184918453552461
N#Cc1ccccc1,2.110269763205189
O=Cc1ccccc1,1.7204622414941664
C=Cc1ccccn1,2.4037198759703133
CCN1CCOCC1,1.9821807455964024
CCCCN(CCCC)CCCC,2.31959133995316
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1.3927836862762544
Cc1ccc(CCl)cc1,2.106632788920116
Clc1ccc(Cl)cc1,1.7523558041535006
Oc1ccc(Cl)cc1,2.4101291030742145
C=CCN,2.8628439216909287
C=CCO,2.91892856767778
C#CCO,3.0497140758159484
CCCC(C)=O,1.366972891935779
CC(C)OC(C)C,1.2312018969098275
Brc1ccccc1,1.7645635494382372
Cc1ccccc1,1.3623929299827204
Clc1ccccc1,1.6896523900543423
O=C1CCCCC1,1.5147469246343814
CN1CCOCC1,1.7223394806387586
CCNCCO,1.8708816394944547
c1ccncc1,1.7220962052003148
C1COCCN1,1.85376800598796
O=C(O)CCCCCCCCC(=O)O,1.2644958451260846
ClCCOCCCl,3.10615749431692
CCCCNCCO,1.217639617276654
OCCOCCOCCO,1.2654371399471511
CNC(=O)Oc1ccccc1OC(C)C,3.366412579695012
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.755545581377022
Oc1ccccc1O,2.6616234092292297
Oc1ccc(Cl)cc1Cl,2.5456776169254947
O=C1CCCC1,1.6238589426335932
CCNc1nc(Cl)nc(NCC)n1,2.000562450227732
Oc1ccc(Nc2ccccc2)cc1,1.7491880082563258
c1ccc(Nc2ccccc2)cc1,1.723319677165189
Nc1ccc(O)cc1,1.853244765099115
Oc1ccc(O)cc1,2.3605934135652484
C=CCOCC(O)CO,1.4221267395013275
CCC=O,1.617898572013799
C1CCNC1,2.454070058412268
CCCCOC(C)=O,1.4315881477764318
OC[P+](CO)(CO)CO,2.588579806516721
CCCCOP(=O)(OCCCC)OCCCC,2.3502186660691757
CC(Cl)(Cl)C(=O)O,1.5531818881759796
O=C1Nc2cccc3cccc1c23,1.7969929575634445
CCN(CC)C(=O)c1cccc(C)c1,2.026383435002736
O=S(=O)(O)OCCOc1ccc(Cl)cc1Cl,2.368158333885785
CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(=O)(=O)O,1.8908150040957927
C=Cc1ccc(C)nc1,1.979245993217421
CC(=O)C=C(C)C,2.1406098306349683
N#C[Na],3.7871769924705534
CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,2.681812682324669
COc1cccc(O)c1,2.317933911480899
c1c[nH]cn1,1.8330131678510384
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,3.664429179495396
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,3.065285039659
CC(N)Cc1ccccc1,2.778826294679277
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,2.947210236082178
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,4.045886022705499
C1CS1,3.222723694881283
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.7554876276596167
O=S1OCC2C(CCC3CN4CCc5c([nH]c6ccccc56)C4CC32)O1,2.3950233589598664
CC1C(Cl)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,2.517046707353602
OC1CCC2CN3CCc4c([nH]c5ccccc45)C3CC2C1,2.869838720729525
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,4.55578707351935
OC(CBr)C(O)C(O)C(O)CBr,2.6434047322412138
Cc1cc(O)cc(O)c1,1.7136970008986618
OC1CCC2CN3CCc4c([nH]c5ccccc45)C3CC2C1CCl,2.935615574027684
c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3,2.970679986539974
FC1CCC2CN3CCc4c([nH]c5ccccc45)C3CC2C1,3.173776100127994
OCC(O)COc1ccccc1,1.5268353305356113
CC1CCCC2CN3CCc4c([nH]c5ccccc45)C3CC12,2.539580833304601
CC1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,3.094039065054192
O=[N+]([O-])c1cccc(O)c1,2.745418341943429
Ic1ccccc1,2.008621460185338
CC(Cl)C(=O)O,2.7030873327846474
CCOC(=O)N(C)N=O,2.740754036173912
Cc1cc(=O)[nH]c(=O)[nH]1,1.7997367485602014
CCOC(=O)CCCCC(=O)O,1.6282543215186565
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1.9079521004560505
CCCCCOC=O,1.2657160539024366
CCCc1ccc(O)cc1,2.401764215416875
CO[Si](OC)(OC)OC,2.182477423710076
CN(N=O)C(N)=O,2.971785937879114
C=CC#CC(C)(C)O,2.271156145731382
CCC(=O)Nc1ccc(Cl)c(Cl)c1,1.9360165708667407
Oc1cccc(Oc2ccccc2)c1,1.9069554055839657
COP(=S)(S)OC,2.0530345176735403
CCCCC(CC)C(=O)Cl,2.035189508908448
O=P(Cl)(Cl)Oc1ccccc1,2.3948305960517318
Oc1c(F)c(F)c(F)c(F)c1F,2.746452556335025
NC(=O)OCC(O)COc1ccc(Cl)cc1,2.487247996241752
CCO[Si](CCCN)(OCC)OCC,1.743064659243348
COc1nn(CSP(=S)(OC)OC)c(=O)s1,4.082554163620989
C[N+](C)(C)CCCl,2.26248296728438
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,2.217608604162684
CN(C(=S)Oc1ccc2ccccc2c1)c1ccc2ccccc2c1,1.5358647852163094
CCOC(=O)CCCCC(Cl)CCCl,1.814099949398979
CCOC(=O)CCCCC(O)CCCl,1.949803609320143
CCOC(=O)CCCCC(=O)Cl,2.2808598121886963
N#CCCNc1ccccc1,1.5117140644952385
CONC(=O)COc1ccc(Cl)cc1C,3.118052984862429
C=CCOC(=O)c1cccc(C(=O)OCC=C)c1,2.160948480864697
COP(=S)(OC)SCC(=O)O,1.9510804970314497
C=Cc1cccc(C)n1,2.368585830127541
Cc1ccccc1C(O)(c1ccccc1)C(C)CN(C)C,3.054482823283281
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1.957208514388634
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,7.884571512625793
CCOCC(O)CO,1.3807465415388722
CC(=O)N1CCCCCC1=O,2.076939969666633
O=C1C(N2CCCCC2)CCN1c1ccccc1,2.5671330252494102
CC(CN(C)CCc1ccccc1)C(O)(c1ccccc1)c1ccccc1,2.8567445947672687
CC1(C)CC(=O)CC(c2ccc(Cl)cc2)N1,2.774023999034399
CN(C)C(=O)NC1CCCCCCC1,1.882371266563876
O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,2.142050263337808
CCCCOP(=S)(S)OCCCC,2.5093745925537547
CC(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1,3.191695113312316
CC(CN(C)C)C(O)(c1ccccc1)c1ccccc1,3.0324382373182845
CC1(C)CC(=O)CC(c2ccc(F)cc2)N1,2.742872358092447
C[As]=S,3.086445257252456
CN1[SiH](C)N(C)[SiH](C)N(C)[SiH]1C,2.642490240793752
CN1[SiH](C)N(C)[SiH](C)N(C)[SiH](C)N(C)[SiH]1C,2.4663989817380703
O=c1[nH]c(=O)[nH]c(=O)[nH]1,1.4118721293832412
O=C(O)COc1ccc(Cl)cc1Cl,2.770437639398505
C#CC=COCCCC,1.8636132258993507
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,1.996734239472839
CCC1CN(CCc2ccccc2)CCC1=O,2.820180809592075
OC(CCN1CCc2ccccc2C1)(c1ccccc1)c1ccccc1,2.5358888100900816
CC(CN1CCc2ccccc2C1)C(O)(c1ccccc1)c1ccccc1,2.5532724016925887
COc1ccc(CCN2CCC(=O)CC2)cc1OC,2.876443839316759
COc1ccc(CCN2CCC(=O)C(C)C2)cc1OC,2.8989820475133845
CC1(C)CC(=O)CC(c2cccc(Cl)c2)N1,2.774023999034399
CC1(C)CC(=O)CC(c2ccc(Br)cc2)N1,2.848467776868003
CCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)OCCCCCCCCCCCC,3.1224424166425724
CC(CN1CCCCC1)C(OC(=O)c1ccccc1)(c1ccccc1)c1ccccc1,2.3155095811254927
CC(CN(C)C)C(OC(=O)c1ccccc1)(c1ccccc1)c1ccccc1,2.8733159507117043
CC(CN1CCCCCC1)C(O)(c1ccccc1)c1ccccc1,2.6347861710468785
CC(CN(C)C1CCCCCC1)C(O)(c1ccccc1)c1ccccc1,2.6709060725026488
CCC(CN(C)C)C(O)(c1ccccc1)c1ccccc1,3.173669231002489
CC(CN1CCN(c2ccccc2)CC1)C(O)(c1ccccc1)c1ccccc1,2.286163323108625
COc1ccc(N2CCN(CC(C)C(O)(c3ccccc3)c3ccccc3)CC2)cc1,2.3186527818406466
CC(CN1CCN(c2ccc(Cl)cc2)CC1)C(O)(c1ccccc1)c1ccccc1,2.323235594604571
CC(CC(O)(c1ccccc1)c1ccccc1)N1CCc2ccccc2C1,2.252242406028608
CC(CC(O)(c1ccccc1)c1ccccc1)N(C)CCc1ccccc1,2.254684603439306
CC(Cc1ccccc1)N(C)CC(C)C(O)(c1ccccc1)c1ccccc1,2.873367110112927
CC(CC1CCCCC1)N(C)CC(C)C(O)(c1ccccc1)c1ccccc1,2.5793124745240674
CN(CCCC(O)(c1ccccc1)c1ccccc1)CCc1ccccc1,3.15777459043125
COc1ccc(C(O)(c2ccccc2C)C(C)CN(C)C)cc1,2.9221245364952657
COc1ccc(C(O)(c2ccc(C)cc2)C(C)CN(C)C)cc1,2.6210945408312845
COc1ccc(C(O)(c2ccccc2)C(C)CN(C)C)cc1,2.9022408354957383
Cc1cccc(C(O)(c2ccccc2)C(C)CN(C)C)c1,2.7534528276192995
CC(CN(C)C)C(O)(C#Cc1ccccc1)c1ccccc1,3.0695349027125607
Cc1ccccc1C(O)(c1ccccc1C)C(C)CN(C)C,2.899371024906007
Cc1ccccc1C(O)(CCN(C)C)c1ccccc1,2.351196999942697
Cc1ccc(C(O)(c2ccccc2)C(C)CN2CCCC2)cc1,3.092654688656133
CC(CN1CCCC1)C(O)(c1ccccc1)c1ccco1,2.881402918441054
CC(CN1CCCC1)C(O)(c1ccccc1)c1cccs1,3.2004688906136147
CC(CN1CCCC1)C(O)(c1ccccc1)c1ccccn1,3.07395870338545
C(CN1CCc2ccccc2C1)=C(c1ccccc1)c1ccccc1,3.2337373470889355
CC1(C)CC(=O)CC(c2ccccc2Cl)N1,2.774023999034399
O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,3.8873039450051
CC(Cc1ccccc1)N(C)CCC(O)(c1ccccc1)c1ccccc1,2.8567445947672683
O=C(O)CS,2.5664092061516457
C1CCNCC1,3.5799366339644565
Nc1ccc2[nH]c(=O)c(O)nc2c1,1.017924104447669
CNC(=O)Oc1ccccc1C1OCCO1,3.1556240698806923
N#CC(Br)(Br)C(N)=O,3.3116999973003587
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,2.001216891689575
CN(C)CCCNCCCN,2.0462100491397086
Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,1.9117393866494847
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,3.35728037265059
CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,3.30732275994183
C=CCc1ccccc1OCC(O)CNC(C)C,3.1319985163144226
O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,2.003992709100084
C#CCN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,1.8365937250776505
CCOCCC#N,1.5390936228561658
CCO[Si](CNCCCCCCN)(OCC)OCC,2.767149926971733
CN(C)C(CSC(N)=O)CSC(N)=O,2.78432462902788
CCO[Si](C)(CNCCCCCCN)OCC,2.640928420866832
CC[Si]1(CC)N[Si](CC)(CC)N[Si](CC)(CC)N1,2.1991078114565634
CCc1cccc(CC)c1N(COC)C(=O)CCl,1.953875616944853
C=Cc1ccc(C=C)nc1,2.2853520924572392
CCCCC(CC)COP(=O)(OCC(CC)CCCC)Oc1ccccc1,1.6304332148691587
CC(C)OC(CO)CO,1.4287015996230543
O=C1Nc2cccc(Cl)c2C(c2ccccc2)=NC1[n+]1ccccc1,5.36074907444837
C=C(C)C(=O)OCCNc1ccccc1,1.5594815458555051
O=[N+]([O-])c1ccc(C=CC=NN(CCCl)CCCl)o1,1.7699295015669991
Cc1cc(N(C)N=Cc2ccc([N+](=O)[O-])o2)ncn1,2.6246496480221397
CCOC(=O)c1oc2ccccc2c(=O)c1C,1.9948598103289
CCOC(=O)c1c(CC)cnc2ccccc12,1.8288853618404408
CNC(=O)Oc1cccc2c1OC(C)(C)O2,3.8046806238848783
Cc1ncc(O)c(C=NC2CCSC2=O)c1CO,1.9482857888651997
Cc1ncc(CO)c(C=NC2CCSC2=O)c1O,1.9482857888651997
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,1.639982258142496
CN1Cc2c(N)cccc2C(c2ccccc2)C1,2.900064747169796
CCc1ccccc1CC,1.3354320163163396
CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,2.8716384878713117
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,2.933299964287336
NC(=S)Cc1ccccn1,2.4266025680375845
CS(=O)(=O)OCC1OC1C1OC1COS(C)(=O)=O,2.936407453707379
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,2.183753705592957
Clc1cccc(N2CCN(CN3CCN(c4cccc(Cl)c4)CC3)CC2)c1,2.5486702013642275
COP(=O)(NC(C)=O)SC,2.7563469420135185
CC(C)Cc1ccc(C(C)C(=O)O)cc1,2.3144676494270024
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,3.335247993692175
CCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,1.5096809238658344
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,1.4535354330192678
COc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)C(=O)N2CC(=O)O,2.669093631170224
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],1.369950254933982
Nc1ccccc1,2.2701149352793384
CC(C)C(N)C(=O)OC(C)C1CC=CCCC(O)C(C)(C)C2CCC(C)C3(O2)O[B-]24OC(C(=O)O1)C1(OC(CCC1C)C(C)(C)C(O)CCCC1CC(OC(=O)C3O2)C(C)O1)O4,3.688658559007554
CC(CCCC(C)(C)O)N1CCCCC1,2.630153175731281
CC(CCCC(C)(C)O)N1CCCCCC1,2.427356255758922
CC(CCCC(C)(C)O)N1CCOCC1,2.2917259731615127
CC(CCCC(C)(C)O)N1CCCC1,2.220408850531451
CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,2.578058999324744
O=C(COc1ccccc1)OCC(O)COc1ccc(Cl)cc1,2.2263046908387207
O=C(COc1ccccc1O)OCC(O)COc1ccc(Cl)cc1,2.246461649422684
O=C(COc1ccc(Cl)cc1)OCC(O)COc1ccc(Cl)cc1,2.2685966910691526
CC(Oc1ccccc1)C(=O)OCC(O)COc1ccc(Cl)cc1,2.244027112999692
CC(Oc1ccc(Cl)cc1)C(=O)OCC(O)COc1ccc(Cl)cc1,5.284704760515592
CC(C)(Oc1ccccc1)C(=O)OCC(O)COc1ccc(Cl)cc1,2.261054595478234
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCC(O)COc1ccc(Cl)cc1,5.300236684117334
O=C1CCN(CCc2ccccc2)CC1,2.7640372897350542
