curated_smiles,mouse_parenteral_LD50
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,3.169290436763693
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,3.142870842408674
CSc1ncnc2nc[nH]c12,3.1599566962094685
CCN(CC)CCOC(=O)c1ccc(N)cc1,3.0901900604720867
C1CCc2nnnn2CC1,3.283093833735492
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,2.6672173063440527
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,5.661736984912718
O=C(O)c1ccc([N+](=O)[O-])cc1,2.055711092224076
NCCc1ccccc1,3.083441699665037
CCC1(C)CC(=O)NC(=O)C1,3.685733343653564
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,5.477825772836082
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.498985078624052
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,2.066216561337355
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.430189762405101
OOC1(OOC2(O)CCCCC2)CCCCC1,2.090439705966072
C=CCOC(=O)C(=C)C,3.345029612255831
CCCCC(CC)CO,1.8919979042246813
O=C(O)c1cccc([N+](=O)[O-])c1,2.1124387166730028
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,2.44760002667948
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,2.117057028266156
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2.396713568138007
CNCC(O)c1cccc(O)c1,1.737535625764595
CNC(C)Cc1ccccc1,3.66872653183888
NCCCNCCCCNCCCN,3.814732929792754
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,2.699492580364551
CNC(C)Cc1ccc(O)cc1,3.218104673117946
CCOC(=O)CNC(=O)CF,3.911551758559896
O=C(CF)NC(=O)NCF,3.4039779636693543
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,2.633135031856373
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3.551367645003692
COC(=O)CF,4.185962175739054
O=C(CF)NCCCl,5.74681161635275
ClCCN(CCCl)c1ccccc1,3.241799413346691
O=c1[nH]cc([N+](=O)[O-])c(=O)[nH]1,1.906100105006236
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,2.370000837011468
c1ccc(CSc2ncnc3nc[nH]c23)cc1,3.129093455536308
COP(=S)(S)OC,3.3634719818593526
CCC1(CC)NCCS1,2.259088939095506
Brc1ncnc2nc[nH]c12,2.789674559642782
CC1(C)NCCS1,2.3700205977111315
CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.6954331793614346
CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,3.4978627885418647
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.686419519921504
CC(=O)NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,3.479934408596352
CC(=O)Oc1ccc(N(CCCl)CCCl)cc1,4.280127079443733
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,4.70644039375707
CCSC(=O)C(F)(Cl)[N+](=O)[O-],3.0740545316338834
CCOC(=O)C(F)(Cl)[N+](=O)[O-],3.333934419581833
CC(C)=NNC(N)=S,3.823480849361636
Cc1nc(=O)c2ccccc2[nH]1,2.505627439694361
Cc1nc2ccccc2c(=O)n1-c1ccc(Cl)cc1,2.830458745807843
CCOc1ccc(-n2c(C)nc3ccccc3c2=O)cc1,1.9705436746007172
N#Cc1ncnc2nc[nH]c12,3.258652245754686
Clc1cc(N2CC2)nc(N2CC2)n1,4.117582815057576
Cc1nc2ccccc2c(=O)n1CCn1c(C)nc2ccccc2c1=O,2.141625337122731
Ic1ncnc2nc[nH]c12,2.95959076218218
Fc1cnc(N2CC2)nc1N1CC1,3.38648932463157
Nc1cnn(C2OC(CO)C(O)C2O)c(=O)n1,1.4216163757551807
CNC(C)Cc1ccc(OC)cc1,2.776369405427954
CC(C)NCC(O)c1cccc(O)c1,2.4155564699317216
Fc1ccccc1CSc1ncnc2nc[nH]c12,3.3116654418096223
Fc1ccc(CSc2ncnc3nc[nH]c23)cc1,3.2787485956091724
CC(Cc1ccccc1)N(C)C,2.957617927490371
CNCCc1ccccc1,2.8757363076873337
O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1I,3.673391881398584
O=C(NP(=O)(N1CC1)N1CC1)c1cccc(I)c1,4.145118104231541
O=[N+]([O-])c1ccccc1CSc1ncnc2nc[nH]c12,3.420915174573546
Clc1ccccc1CSc1ncnc2nc[nH]c12,3.0406902272907166
Clc1cccc(CSc2ncnc3nc[nH]c23)c1,3.219374296924677
CCCCSc1ncnc2nc[nH]c12,3.060989845107031
NN=c1nc[nH]c2nc[nH]c12,3.2420124230299243
CCSc1ncnc2nc[nH]c12,3.04099769242349
N#CCSc1ncnc2nc[nH]c12,3.352112116960061
c1ccc(Sc2ncnc3nc[nH]c23)cc1,3.4090778572320075
COc1cccc2c(N)c3c(nc12)CCCCC3,3.350969089293855
COc1cccc2c(=O)c3c([nH]c12)CCCCC3,3.386152818896957
COc1cccc2c(Cl)c3c(nc12)CCCCC3,3.174851960043364
Cc1ccc2nc3c(c(N)c2c1)CCCCC3,3.5096306512162725
Nc1c2c(nc3ccccc13)CCCCC2,4.150850552376953
COc1ccc2nc3c(c(N)c2c1)CCCCC3,3.644030155286561
Cc1cccc2c(N)c3c(nc12)CCCCC3,4.275547445182904
Nc1c2c(nc3c(Cl)cccc13)CCCCC2,3.801176713498068
CCc1cccc2c(N)c3c(nc12)CCCCC3,3.640481436970421
O=P1(N(CCCl)CCCl)NCCCO1,2.9184780210592534
Cc1ccc(C)c2c(Cl)c3c(nc12)CCCCC3,2.5225111097740687
CCCSc1ncnc2nc[nH]c12,3.2092088452057763
N=C(N)SCCCCCSC(=N)N,3.388904049928544
CCOP(=O)(OCC)SCCCl,3.734889061110628
N=C(N)SCCCCSC(=N)N,3.314583426205657
CC(CN(C)C)n1c(Cc2ccccc2)nc2ccccc21,3.2170608296853853
N=C(N)SCCSC(=N)N,3.0469972586604124
c1nc(SC2CCCC2)c2[nH]cnc2n1,3.229073116217041
O=C(OC1CN2CCC1CC2)c1ccccc1,2.9170082132058317
Cc1nc2ccccc2c(=O)n1CCO,2.407027423852662
CC(C)CC(NC(=O)C(C)NC(=O)CNC(=O)C(NC=O)C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,8.044247304010371
C1=CCC=C1,2.706277817524952
Clc1nc(N2CC2)nc(N2CC2)c1Cl,4.965833626521825
Clc1nc(N2CC2)c(Cl)c(N2CC2)n1,4.062743639529881
COc1nc(N2CC2)c(Cl)c(N2CC2)n1,2.811320252304184
CN1CCN(C(=O)C(c2ccccc2)n2cccc2C(=O)c2ccccc2)CC1,3.713191390113476
COc1nc(N2CC2)nc(N2CC2)c1Cl,4.993660460636867
c1c(N2CC2)nc(N2CC2)nc1N1CC1,4.910088408838592
Brc1c(N2CC2)nc(N2CC2)nc1N1CC1,4.710109668880556
CCCCCCCC[N+](C)(C)C,4.634316017218415
C=CC(O)CC#CC#CCC=CCCCCCC,3.3880621061995773
Clc1cc(N2CC2)ncn1,2.802810013849857
N=C(N)SSC(=N)N,3.097581202886924
CCNC(C)Cc1ccccc1,3.3098004456017334
CNC(=O)NCc1cccc(CNC(=O)NC)n1,2.4707562806210968
CCCC1(CCC)NCCS1,2.238861208870809
O=S(=O)(O)c1cc(Nc2ncncn2)ccc1C=Cc1ccc(Nc2ncncn2)cc1S(=O)(=O)O,2.308097938852764
CN(C)CCCn1c(CCN2CCCC2)nc2cc([N+](=O)[O-])ccc21,2.663320162057498
CCN(CC)CCn1c(Cc2ccccc2)nc2ccccc21,3.4877617840694053
CCN(CC)CCn1c(CCN2CCCCC2)nc2cc([N+](=O)[O-])ccc21,3.321871766610664
CC(CN(C)C)n1c(CCN2CCCC2)nc2ccccc21,3.227352206040363
CCOc1ncnc2nc[nH]c12,3.242160653764773
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,3.002005618814344
N=C(N)CSP(=O)(O)O,2.7229250303098302
CCN(CC)CCn1c(CCN2CCOCC2)nc2cc([N+](=O)[O-])ccc21,2.824842397082434
CCN(CC)CCn1c(CCN2CCCC2)nc2cc([N+](=O)[O-])ccc21,3.2054194659122195
CN(C)CCCn1c(CCN2CCOCC2)nc2cc([N+](=O)[O-])ccc21,2.6829821595284997
CN(C)CCCn1c(CCN2CCCCC2)nc2cc([N+](=O)[O-])ccc21,2.955784412172694
CN(C)CCCn1c(Cc2ccccc2)nc2cc([N+](=O)[O-])ccc21,3.2790244689660657
CN(C)CCCn1c(CCN2CCCC2)nc2ccccc21,3.279115121394834
CN(C)CCCn1c(Cc2ccccc2)nc2ccccc21,3.7685108276582606
CC(CN(C)C)n1c(CCN2CCOCC2)nc2ccccc21,3.2498837253042367
CC(CN(C)C)n1c(CCN2CCCCC2)nc2ccccc21,3.373737246848062
CCN(CC)CCn1c(CCN2CCOCC2)nc2ccccc21,2.9192568533333527
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,2.8119145464697115
O=C(NP(=O)(N1CC1)N1CC1)c1ccc(I)cc1,3.8604785247557287
COc1ccc(-n2c(C)nc3ccccc3c2=O)cc1,2.647219916055297
Cc1nc2ccccc2c(=O)n1Cc1ccco1,2.8755351096070845
O=P(O)(O)SCCNC12CC3CC(CC(C3)C1)C2,3.1811182655837413
CC(C)(C)NCC(O)c1cccc(O)c1,2.643139450176999
O=C(O)C1OC(Oc2ccc(N(CCCl)CCCl)cc2)C(O)C(O)C1O,2.6130485897251305
CCOC(=O)C(C(=O)OCC)=C1NC(=C(C(=O)OCC)C(=O)OCC)NC(=C(C(=O)OCC)C(=O)OCC)N1,2.744712989218752
CCOP(=O)(Cc1ccccn1)OCC,2.6535271471417685
CC[Ge]1(CC)NCCS1,2.535441814137682
Cc1nc2ccccc2c(=O)n1C1CCCCC1,2.0621735500468854
Cc1nc2ccccc2c(=O)n1CCc1ccccc1,2.723173165611466
Cc1nc2ccccc2c(=O)n1CCOC(=O)COc1ccc(Cl)cc1,2.2704552275420427
Cc1nc2ccccc2c(=O)n1CCOC(=O)c1ccncc1,2.587325034606074
Cc1nc2ccccc2c(=O)n1CCOC(=O)c1cccnc1,2.587325034606074
CCCNC(C)Cc1ccccc1,3.3455967026442543
CCCCNC(C)Cc1ccccc1,3.167812479889411
CN(C)P(=O)(OP(=S)(N(C)C)N(C)C)N(C)C,4.19716708674207
C[Si](C)(C)CCC12CC3CC(CC(C3)C1)C2,3.9621655281763735
NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1,2.329246511020607
CC(Oc1ccc2ccccc2c1)C(=O)Nc1ccccc1,2.3027476099884328
CNC(C)C(O)c1ccccc1,2.9876557517396725
CCC(N)Cc1ccccc1,3.3287784701445298
Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1,2.495820141015149
Cc1cccc(C)c1NC(=O)CN(CC(=O)O)CC(=O)O,3.243491310055092
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN)CC12,5.370631117840125
N=C(N)SCCCCCCSC(=N)N,3.4668565034588776
N=C(N)SCCCCCCCCCCSC(=N)N,3.79105126875956
CC(=O)NCCSC1=C(C(=O)O)N2C(=O)C(C(C)O)C2C1,4.418250178592536
CC(Cc1ccccc1)NCCO,2.8555506514755797
CCCC(N)Cc1ccccc1,3.36779239257942
CC(F)CCCCCCCC(=O)OCCF,4.373467397405911
N=C(N)SCCCSC(=N)N,3.107917383671809
Clc1c(N2CCC2)nc(N2CCC2)nc1N1CCC1,4.955447210577695
CC1(c2ccc(F)cc2)NCCS1,2.295078656406124
CC(=O)NCc1cccc(CNC(C)=O)n1,2.3671793027665577
CCCCCCCCCCCCCCCC(=O)Oc1ccc(N(CCCl)CCCl)cc1,3.9420457361995913
CCCCCCCCCCCCCCCCCC(=O)Oc1ccc(N(CCCl)CCCl)cc1,3.9436116518385194
CCN(CC)CCn1c(CCN2CCCCC2)nc2ccccc21,3.2661206597675787
O=[N+]([O-])c1ccc2nc(CCCN3CCCCC3)[nH]c2c1,3.5622943705904397
CCN(CC)CC[N+]1(CCN2CCCC2)C=Nc2ccccc21,3.2485587128652598
CCCC(SP(=O)(O)O)C(=N)N,2.683315215404696
CC(C)C(SP(=O)(O)O)C(=N)N,2.664955206353622
CCCCC(SP(=O)(O)O)C(=N)N,2.7313162624650014
N=C(CSP(=O)(O)O)NCC12CC3CC(CC(C3)C1)C2,3.5117183386341506
CC(SP(=O)(O)O)C(=N)N,2.553381002450553
O=C(O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1ccsc1,4.607022592527882
COc1cc2c(cc1OC)-c1c3c(c(OC)c4c1C(C2)N(C)CC4)OCO3,3.4001995423774662
CC(N)CCc1ccccc1,3.1738765101587867
COc1ccc(C2(C)NCCS2)cc1,2.144707018109604
CCOC(=O)c1cc2c(cn1)[nH]c1ccccc12,2.6817150835909715
CCOC(=O)C(C(=O)OCC)=C1N=C(OC)N=C(C(C(=O)OCC)C(=O)OCC)N1,2.630844679021344
CCOC(=O)C(C#N)=C1N=C(OC)N=C(OC)N1,2.550538391169088
CCOC(=O)C(C#N)=C1N=C(OC)N=C(C(C#N)C(=O)OCC)N1,2.647779262292543
CCCC[Ge]1(CCCC)NCCS1,2.573166782298746
CCNC(=O)c1cc2c(cn1)[nH]c1ccccc12,2.9809627613253387
Oc1cccc(C(O)CNCc2ccccc2)c1,2.483062831905014
C#CCSc1ncnc2nc[nH]c12,3.120918798802177
CNC(=O)OCc1nc(COC(=O)NC)nc(COC(=O)NC)n1,2.5344221239185805
N=C(N)NCc1cccc(CNC(=N)N)n1,2.545578060911533
COc1cc(C(=O)NCc2cccc(CNC(=O)c3cc(OC)c(OC)c(OC)c3)n2)cc(OC)c1OC,2.720620651268124
CC(O)C1C(=O)N2C(C(=O)O)=C(Sc3ccncc3)CC12,4.965069877359869
CC(C)CSc1ncnc2nc[nH]c12,3.1513510852280398
CCC(C)Sc1ncnc2nc[nH]c12,3.019815343566509
C1CNC(SC2NCNC3NCNC32)=N1,3.3947656389743908
Cc1ccc(CSc2ncnc3nc[nH]c23)cc1C,3.198947933732604
c1ccc(CSc2ncnc3nc[nH]c23)nc1,3.381811809974635
CCS(=O)(=O)c1ncnc2nc[nH]c12,3.3015090940817013
CCCS(=O)(=O)c1ncnc2nc[nH]c12,3.3908218748882506
CCCCS(=O)(=O)c1ncnc2nc[nH]c12,3.4313420760028785
CNS(=O)(=O)c1ncnc2nc[nH]c12,3.529491463216501
CCCNS(=O)(=O)c1ncnc2nc[nH]c12,3.4282716148484678
CC(C)CNS(=O)(=O)c1ncnc2nc[nH]c12,3.580981115416353
COCCCNS(=O)(=O)c1ncnc2nc[nH]c12,3.479210485891612
CCOCCNS(=O)(=O)c1ncnc2nc[nH]c12,3.570130135210481
O=S(=O)(NCc1ccccc1)c1ncnc2nc[nH]c12,3.580564864144287
CCCC(=O)Oc1ccc(N(CCCl)CCCl)cc1,4.085243470604123
CCCCCCCC(=O)Oc1ccc(N(CCCl)CCCl)cc1,4.136062136970204
CC[Si]1(CC)NCCS1,2.207758203086927
C[Ge]1(c2ccccc2)NCCS1,2.6018554628562094
C[Si]1(c2ccccc2)NCCS1,2.3877523286989644
COc1ccc([Ge]2(C)NCCS2)cc1,2.65307255189166
COc1ccc([Si]2(C)NCCS2)cc1,2.176841457641654
C[Ge]1(c2ccc(F)cc2)NCCS1,2.6332613588403
C[Si]1(c2ccc(F)cc2)NCCS1,2.4260087669495114
C[Si]1(C)NCCS1,2.221714097454803
CCC[Ge]1(CCC)NCCS1,2.891953526870839
CC1CN[Ge](C)(c2ccccc2)S1,2.7057166427965624
CC1CN[Si](C)(c2ccccc2)S1,2.4458946735092795
CC[Ge]1(CC)NCC(C)S1,2.7401593131017994
CC[Si]1(CC)NCC(C)S1,2.699894686905433
c1ccc([Ge]2(c3ccccc3)NCCS2)cc1,2.877886548858567
c1ccc([Si]2(c3ccccc3)NCCS2)cc1,2.41066590479544
Cc1ccc([Ge]2(C)NCCS2)cc1,2.6265353967489378
Cc1ccc([Si]2(C)NCCS2)cc1,2.144864677845298
COc1ccc([Ge]2(C)NCC(C)S2)cc1,3.6750753276145463
COc1ccc([Si]2(C)NCC(C)S2)cc1,2.379153170629776
CC1CN[Ge](C)(c2ccc(F)cc2)S1,2.7354455922369523
CC1CN[Si](C)(c2ccc(F)cc2)S1,2.356752262147557
C[Ge]1(c2ccc(Cl)cc2)NCCS1,2.739306465364183
C[Si]1(c2ccc(Cl)cc2)NCCS1,2.458275156139176
CCCC[Ge]1(CCCC)NCC(C)S1,2.9637956949279483
CCCCC[Ge]1(CCCCC)NCCS1,2.4624459174048967
CCCCC[Ge]1(CCCCC)NCC(C)S1,2.637859822832244
CC(C)CC[Ge]1(CCC(C)C)NCCS1,2.649532560762041
CC(C)CC[Ge]1(CCC(C)C)NCC(C)S1,2.579867875854557
CC1C(O)CCC2=CC(=O)C3(C4(CO)CO4)OC3C21C,2.447654084487987
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CCNC3)CC12,6.18249034950672
C[Ge](C)(C)CCC12CC3CC(CC(C3)C1)C2,2.2784430589754083
CN(C)CCN(Cc1ccc[se]1)c1ccccn1,3.5347127021269458
CC(N1CCCC1=O)[Ge]12OCCN(CCO1)CCO2,1.7068201579664877
c1ccc(CC[Ge]23OCCN(CCO2)CCO3)nc1,2.061532682688947
c1cc(CC[Ge]23OCCN(CCO2)CCO3)ccn1,2.1001620850450777
Cc1cc(C)n(C[Ge]23OCCN(CCO2)CCO3)n1,1.9594759995444373
c1ccc2c(c1)ncn2C[Ge]12OCCN(CCO1)CCO2,2.293566138787959
C[Ge](C)(C)CCc1ccncc1,2.8380989584881053
c1ccc2[nH]c(CCCN3CCCCC3)nc2c1,3.5349801404002097
CCCOP(=O)(Cc1ccccn1)OCCC,2.8650820300474087
CCCCOP(=O)(Cc1ccccn1)OCCCC,3.2539411795104267
CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,4.0116477627590585
Clc1ccc([Si]2(c3ccccc3)NCC(c3ccccc3)S2)cc1,2.565820674420132
Clc1ccc([Ge]2(c3ccccc3)NCC(c3ccccc3)S2)cc1,2.7703269657055185
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CCNCC3)C(C)C12,6.531502866445232
CC(C(=O)O)[Ge](C)(C)C12CC3CC(CC(C3)C1)C2,1.780926626714827
C[Ge](C)(CCC(=O)NO)C12CC3CC(CC(C3)C1)C2,2.0629631629492367
CON1CCC(=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O,1.9183658936738188
CCCOP(=O)(OCCC)SCCCl,4.021727663853754
CCOP(=O)(COC(=O)N(C)C)OCC,3.64429591054697
CCCCCOP(=O)(CC)OCCCCCCP(C)(O)=S,4.475936629133607
C[Ge](C)(C)CCC(=O)NC12CC3CC(CC(C3)C1)C2,1.9542746782095264
Cc1cc(C)n(C[Ge](=O)O[Ge](=O)Cn2nc(C)cc2C)n1,2.764358744559403
CCN(CC)P(=O)(OC(=O)N(C)C)N(CC)CC,3.8397222230833217
CCC(C)OC(=S)C(F)(Cl)[N+](=O)[O-],3.224364793332419
CCCC(=O)OCOC(=O)C(C)(C)C,2.172349621914092
O=C1NCC2=Nc3ccccc3NC(c3ccccc3)C12,2.442992153675176
COc1ccc(C2Nc3ccccc3N=C3CNC(=O)C32)cc1,2.4876374565233705
COc1ccc(C2Nc3ccccc3N=C3CNC(=O)C32)cc1OC,2.528118046634982
O=C1NCC2=Nc3ccccc3NC(c3ccc(O)cc3)C12,2.467350559932739
O=C1NCC2=Nc3ccccc3NC(c3ccccc3O)C12,2.467350559932739
COc1cc(C2Nc3ccccc3N=C3CNC(=O)C32)ccc1O,2.509675551493983
O=C1NCC2=Nc3ccccc3NC(c3ccc(Br)cc3)C12,2.551721956818993
Nc1cnn(C2CCCO2)c(=O)n1,1.8802966075958123
Oc1ccc(N(CCCl)CCCl)cc1,4.369449645347754
C[Ti](Cl)(C1C=CC=C1)C1C=CC=C1,4.057941728774921
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,6.542211505621523
Cc1nc2ccccc2c(=O)n1-c1ccccc1,2.720203419969664
CCCCOC(=O)C(F)(Cl)[N+](=O)[O-],3.254038020948446
Cc1nc2ccccc2c(=O)n1Cc1ccccc1,3.0367347486829765
CCN(CC)C(=O)C1C2C=CC(C2)C1C(=O)N(CC)CC,3.068071519600957
CC[N+]1(CCN2CCN(CC[N+]3(CC)CCCCC3)CC2)CCCCC1,4.564237475178982
CC[n+]1cccc2cccc(OCCCCCOc3cccc4ccc[n+](CC)c34)c21,5.389233856126354
Cc1nn(C2OC(CO)C(O)C2O)c(=O)nc1N,1.5567972277062143
CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,2.712664866334928
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.737240028272755
CC[N+](C)(CC)CN1CCN(C[N+](C)(c2ccccc2)c2ccccc2)C1=O,2.0386224324677875
Nc1ccc(S(=O)(=O)Nc2nc(-c3ccccc3)cs2)cc1,2.566138824340669
CCON(c1ccccc1)P(=O)(F)OCC,4.31387776136943
O=P(O)(O)SCCNCCCNC12CC3CC(CC(C3)C1)C2,2.7352811929743357
N=C(N)SCCCNCCNCC12CC3CC(CC(C3)C1)C2,2.596393737907891
CCCCNCC(O)c1cccc(O)c1,2.3923505506407783
CN(C)CC(O)c1cccc(O)c1,3.096874069908439
COc1ccc(CNCC(O)c2cccc(O)c2)cc1O,2.6353201653670264
COc1ccc(CNCC(O)c2cccc(O)c2)cc1OC,2.368012100113309
CCCNCC(O)c1cccc(O)c1,2.0475796846371277
C#CCN(C)C(C)Cc1c[nH]c2ccccc12,2.6143660017362853
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CCNCC3)SC12,7.071922753363585
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)CC12,4.488366196155391
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)SC12,4.907011416129588
NC(=O)N=C1CCCN1CC(=O)O,2.2676011154719093
CCOC(=O)CN1CCCC1=NC(N)=O,2.3288625638706963
NC(=O)CN1CCCC1=NC(N)=O,2.2652872681210865
N=C1CCCN1CC(N)=O,2.1497547201133966
NC(=O)CN1CCCC1=NCc1ccccc1,2.364173755142341
N#CCN1CCCC1=N,2.090466153954406
