curated_smiles,mouse_subcutaneous_LDLo
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,2.97547041074758
O=C1NC(=O)C(=O)C(=O)N1,2.550442389133163
CC(=O)Oc1ccccc1C(=O)O,2.4105579225459426
NCCc1cnc[nH]1,1.9319583000922889
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,2.896289164699955
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,3.0174861891877174
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,2.9354473132576264
O=C(O)c1cccnc1,1.6131756042707175
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,2.7297413055078694
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,2.99880846897768
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,4.313101096942171
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,3.1915854879934624
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,3.343806268753083
OCCc1ccccc1,1.872110061186292
NCCc1ccc(O)cc1,2.7851146121112955
NCCS,1.9331046792580344
CCOCC,3.9668630013273303
Cc1cccc(Nc2ccccc2C(=O)O)c1C,2.081509327758223
COC(C[Hg+])CNC(N)=O,3.74265313559511
CC(N)=S,1.5748180752315013
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.2232609482248415
CC[N+](CC)(CC)CC,3.035613157177155
C[N+](C)(C)CCO,2.1514678321780534
CC(C)O,1.0006943158663544
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,1.3984313519776796
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.8443678117209987
Nc1ncnc2nc[nH]c12,2.1307517767651425
C#N,3.954660517709461
C[N+](C)(C)C,3.471459813677258
CC(O)C(Cl)(Cl)Cl,2.5143644337355204
CC(C)CC(=O)OC1CC2CCC1(C)C2(C)C,2.076223422744552
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,1.4693730621122594
CC(C)(C#N)N=NC(C)(C)C#N,3.613344899234744
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.9605487818046967
O=S1(=O)N2CN3CN1CN(C2)S3(=O)=O,6.380692318215038
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.5859300215196246
O=C(O)C(O)C(O)C(=O)O,2.176340183207199
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.677245107186976
CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,3.5282261630138336
CNCC(O)c1ccc(O)cc1,2.047165793190494
Cc1ccccc1O,2.4212025085198703
Nc1ccccc1N,2.6360624204273804
Cc1cc(N=Nc2ccccc2C)ccc1N,2.27357030743162
CC(=O)c1ccccc1,2.5612134498494186
O=[N+]([O-])c1ccccc1,2.633930825861337
NNc1ccccc1,2.803553507721144
CCOC(=O)Nc1ccccc1,2.217989011265339
Cc1ccc(O)cc1,2.8578951061839244
ClCC1CO1,2.568319085095112
ClCCCl,2.4156760900042538
N#CCO,3.580179614479255
OCCO,1.361503987300877
Cc1cccc(O)c1,2.380773851464262
O=C1CCCCC1,1.877924827047207
C=CCNC(N)=S,2.220066973879707
N#CCC#N,3.9168683046441433
CCCCC=O,1.6341446203387928
CCOCCO,1.2558608167464644
CCOCCOC(C)=O,1.4221267395013275
OCCOCCO,1.3268313294397425
CCCCOCCO,2.3735592816348654
CCCCOCCOCCSC#N,3.0006562940403048
N=C(N)N,2.346500038378732
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,2.866874863957356
O=C(O)c1c(O)cnc2ccccc12,2.0727322811883493
O=C1CCCC1,1.5099155903267565
OCCNc1ccccc1,2.0959044450644333
Nc1ccc(O)cc1,2.365838337980996
CC(C)CCO,1.0713207187708793
C[N+]1(C)CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.0446988304388056
C=CC(=C)Cl,1.9471248021976173
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,2.269380300702649
O=C1OC2(c3cc(Br)c(O)cc3Oc3c2cc(Br)c(O)c3[Hg]O)c2ccccc21,4.548200179313511
O=C1C=CC(=O)c2ccccc21,3.597025681164455
COC(=O)c1ccccc1C(=O)OC,1.4753045592385168
COc1ccc(C(=O)Cc2c(CCN(C)C)cc3c(c2OC)OCO3)c(C(=O)O)c1OC,3.648816512138176
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,3.9481732551585136
CCCC(C(=O)OCCN(CC)CC)c1ccccc1,2.267027722215677
CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1,2.3908418826730635
Oc1ccc2ccccc2c1,3.1588839354948406
CCCCCCc1ccc(O)cc1O,2.4133534187722305
CCCCOC(=O)C(C)O,1.1235130977654004
CC(=O)Nc1ccc([Sb](=O)(O)O)cc1,2.645002867603215
Nc1cc([AsH]=[AsH]c2ccc(O)c(N)c2)ccc1O,3.46905580443861
N#CCc1ccccc1,3.5635960217631246
CCOC(=S)S,2.4850609672339306
O=C1CSC(=S)N1,2.823464447652898
O=C(O)C(=O)O,2.9544065452610053
CC(N)Cc1c[nH]c2ccccc12,2.5421953052767168
COC(=O)C1=CCCN(C)C1,3.377969965330614
OC(O)C(Cl)(Cl)Cl,2.3154533953202923
O=C(O)c1c(O)cccc1O,1.7899218095580571
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.172980366940766
FCCOc1ccc2ccccc2c1,3.5010980775503846
CNCC(O)c1ccc(O)c(O)c1,4.183760817188655
NC(Cc1ccc(O)c(F)c1)C(=O)O,4.25785522328334
COC(=O)CCCF,5.079626169907032
CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5,3.4165124912778397
O=C(O)c1ccccc1F,2.3013803919620264
Nc1cc([As]=[As]c2ccc(O)c(NCOSO)c2)ccc1O,3.6475550887708663
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,3.615139594333925
CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,2.833136908104648
Cc1cc(O)c2ccccc2c1O,3.337955670592855
O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,2.821624871690065
OCC1CCCN2CCCCC12,3.529604858456984
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,4.402035662674379
Nc1ccc(N=Nc2ccccc2)c(N)c1,2.104924375790277
O=c1cc(CO)occ1O,1.9765333803919376
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,4.226495119586548
N#CC(O)c1ccccc1,3.762613334757367
CC1CCCCN1CCCOC(=O)c1ccccc1,2.6463954181036224
CN1C2CCC1CC(OC(=O)c1ccccc1)C2,3.690766492301575
N=C(N)SCc1ccccc1,3.3176690546777063
N#CS,2.1694760472279966
C[N+](C)(C)Cc1ccco1,3.5447066079741094
C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,3.4610916541346146
CN(C)CC(O)c1ccc(O)c(O)c1,2.897041773837814
CSC#N,3.0578562087418875
CS(=O)(=O)F,4.447592108821538
CC(=O)O,5.079557471591077
CC(C)CC=O,1.6341446203387928
CN,1.094233476946842
CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)SCC,4.163258304891918
N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,4.464291282671778
CCOC(=O)N(C)N=O,4.27586723787126
O=C1CCCN1,0.929960179062679
c1ccc(Cc2nc3ccccc3[nH]2)cc1,2.616183668919648
Nc1ccc(N)cc1,3.0369270705352527
CCCCSC#N,2.9680345638259733
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C=O)C5CCC43C)C2C1,3.6727386623314566
CCSCCCl,3.6977034938691977
CCCCCCCCCCCCSC#N,1.1049414716313617
O=C(O)CCCCCCCl,1.8740915733389296
N=C(N=C(N)N)NCCc1ccccc1,3.011284907906781
CC(C)CNC(=N)N=C(N)N,2.7193892995473496
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,5.246820278473501
CCN(CC)CC1COc2ccccc2O1,2.646011409591239
Nc1ccncc1,4.274698071156805
COc1ccc2[nH]cc(CCN(C)C)c2c1,3.4639924723174387
COc1ccc(CN(CCN(C)C)c2nccs2)cc1,3.318391318178441
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,3.149215585805897
CCN(CC)CCOc1ccccc1-c1ccccc1,3.333468232982266
CC(Cl)CN(CCCl)CCCl,3.941620737855168
N=C(N=C(N)N)Nc1cccc(Cl)c1,2.7815625399643933
CN(Cc1ccccc1)C(=N)N=C(N)N,2.8351936488511
C[S+](C)C,2.41033850091073
CCN(CC)c1ccc(N)cc1,3.312420679420548
CC1CCC(C(C)C)C(O)C1,1.0477447973362737
CC1(C)CCC2(C(=O)O)CCC3=C(C(CCl)CC4C3(C)CCC3C4(C)CC(O)C(O)C3(C)C(=O)O)C2C1,4.252963814510007
C=CCn1c(=O)c2c(ncn2C)n(C)c1=O,3.245970409773521
COP(=O)(OC)SCCSC,3.0339542357373417
Oc1ccc(N=Nc2ccc(Cl)cc2)cc1,2.162620407186985
O=c1[nH]nc(-c2ccncc2)o1,1.8146098007811169
CCNCC(O)c1ccc(O)c(O)c1,4.692921791181889
C[N+](C)(C)CCOC(=O)c1ccccc1,2.0176196584819786
CC[N+](C)(CC)CC#N,2.706584657929271
N#CCN1CCCCC1,3.3306481423439727
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,3.393620538593548
CCN(CC)CCOc1cc(C)ccc1C(C)C,2.6979229620781706
CC[N+](C)(CC)CCOC(=O)C1CC2CC[N+]1(C)CC2,3.698121921614375
C[S+](C)CCOC(=O)C(c1ccccc1)C1CCCCC1,3.1453927791410825
COP(=O)(OC)Sc1ccc([N+](=O)[O-])cc1,4.545242771776188
Cc1ccc(C(OCCN(C)C)c2ccccc2)cc1,2.918494885011448
CCCCCCNC(=N)N=C(N)N,3.392755558547104
N=C(N=C(N)N)NCc1ccco1,2.781034541845854
CC(C)CCCC(C)N,3.1114204713128544
CC1=NCCc2c1[nH]c1cc(O)ccc21,2.7217694088477065
C1CCNCC1,2.112619282738839
O=C1NS(=O)(=O)c2ccccc21,1.41779898114905
CCNC(Cc1ccccc1)c1ccccc1,2.585672787365205
CCNC(Cc1ccc(OC)cc1)c1ccc(OC)cc1,3.410111207382115
CCCNCC(O)c1ccc(O)c(O)c1,3.023789335519535
CNC(Cc1ccccc1)c1ccccc1,2.6785122132811403
CC(C)C1(NC(=O)C2C=C3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)CN2C1=O,3.68628703636184
CCCCNCC(O)c1ccc(O)c(O)c1,3.0517080639134804
ClCCN(CCCl)Cc1ccccc1,3.462686183943533
C=C[N+](C)(C)C,3.0719727489363557
CC1CCC2(OC1)OC1C(O)C3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,3.788636011459574
CC1=C(C/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)C(=O)c2ccccc2C1=O,2.6538943032180056
OCC1OC2[S-][Au+]OC2C(O)C1O,2.374887147021833
O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1,3.528169533981704
C=CC[N+](C)(C)C,2.602862693848378
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.3022342155893627
NCC(O)C(O)C(O)C(O)CN,2.0796731677574365
CN=NNc1ccccc1,3.477667800018308
C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1,6.4414814698902605
C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,5.261689517088041
O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,2.231482333626407
CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OCCC(C)C)cc12,3.1055646810503608
CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)c3c(c(O)c1C2=O)C1CC(O)C3(O)C(C)O1,3.249826223443939
CCCCCCCCSC#N,2.3704573198191445
CCN1CCCC(Nc2cc(C)nc(NC(=N)Nc3ccc(Cl)c(Cl)c3)n2)C1,2.819506920230236
CNCC(=O)c1ccc(O)cc1,2.217989011265339
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccccc1,2.2927388447468062
O=C(CC1NCCCC1O)Cn1cnc2ccccc2c1=O,4.479065431113514
CCN(CC)CC(OC(=O)c1ccccc1)c1ccccc1,2.522973189191505
CCN(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,2.539300372054452
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,3.703460655473053
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.93281006126905
CCN(CC)CCn1c2ccccc2n2cc(-c3ccc(Br)cc3)nc12,2.8738456448009493
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,1.836140483012336
Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,1.884649738853556
CCN(CCCl)CC1COc2ccccc2O1,3.80574716036753
N#[N+][CH-]C(=O)CCC(NC(=O)C(CCC(=O)[CH-][N+]#N)NC(=O)CCC(N)C(=O)O)C(=O)O,4.165131316144179
CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,1.829204678044652
CN1CCCCC1CCn1c2ccccc2c2ccccc21,3.0680759750533757
CC(C)CCCCCCCCCCCCC(=O)NCC(=O)NC1C(O)C(O)C(Nc2ncnc3nc[nH]c23)OC1C(O)CO,5.316515493818436
COc1ccc(CC(N)c2ccc(OC)cc2)cc1,3.064142508607451
CNC(C)CCCC(C)C,3.156167385924081
CN(CCSCCCl)CCSCCCl,4.043437732588638
CCN(CC)CCN(CC)c1ccccc1,2.7410727723733213
CNC(=O)Oc1ccc(C)c(N(C)C)c1,4.017577953733623
CNC(=O)Oc1cc(C(C)C)c(OC(=O)NC)cc1C,4.146630285904247
OCC[S+](CCO)CCSCCCl,3.992671905480076
CC(C)CN(CCCl)CCCl,4.796965583036721
CC(C)(C)N(CCCl)CCCl,3.899025574364684
Cc1ccccc1OCC(CO)(CO)CO,2.985414958153749
CCN(CC)CCOC(=O)n1c2ccccc2c2ccccc21,2.2877975324761604
CN(C)CCOC(=O)n1c2ccccc2c2ccccc21,2.128557730209322
Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1.4565016657016905
CC(=O)OC(CN(C)C)c1ccccc1,2.455606112581867
CON(C)C(=O)Nc1ccc(OCCc2ccc(C)cc2)cc1,1.7984918123804776
CCOCCOP(=O)(OCC)OCC,3.655539875530963
ClCCN(CCCl)CCSCCN(CCCl)CCCl,4.170516348577586
CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,1.9559317619828336
CCN(CC)C(C)CCN1C(=O)CC2(CCCc3ccc(O)cc32)C1=O,3.554467353875699
NC(=O)Cc1nnc2ccccc2n1,2.397801566056296
CC(C)CCN1CCC(OC(=O)c2ccccc2)CC1,2.6270379634235868
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,2.4818623869131846
CCCNC(=O)Cc1nnc2ccccc2n1,2.397979616786005
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1.6720293613038002
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,2.717201844488065
COc1ccc2c3c1OC1C=CC(O)C4C(C2)N(C)CCC314,2.175178281681569
O=S(=O)(c1ccc(NC2OC(CO)C(O)C(O)C2O)cc1)c1ccc(NC2OC(CO)C(O)C(O)C2O)cc1,1.4568130048759675
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,2.913566622565848
N=C(N=C(N)N)NCc1ccccc1,3.105482934065196
CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,3.285238535246854
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1,3.084467476997043
Cc1cc(O)c(C(C)C)cc1I,2.294965110471741
CCOP(=O)(OCC)Sc1ccc([N+](=O)[O-])cc1,5.367378287547842
COc1ccc2c(c1O)C13CCCCC1C(C2)N(C)CC3,3.334639656152783
CC(C)(C#N)C(C)(C)C#N,3.657049475505112
Cc1cc(Cl)ccc1OCC(=O)O,3.855218359489616
CC(C)(C)NC(=N)N=C(N)N,2.321449290875312
CCCCCNC(=N)N=C(N)N,3.05753424902682
N=C(N=C(N)N)NC1CCCCC1,2.785944057675942
NCC(O)c1ccccc1,2.300973014515906
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1.5376239334186188
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,2.3924428717684454
O=C(NC(CCN1CCCCC1)c1ccccc1)c1ccccc1,3.487275775911812
CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N,1.7943834687844649
ClCCN(CCCl)Cc1ccco1,3.948637879895598
