curated_smiles,rabbit_intravenous_LDLo
C=O,2.796256242887528
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,3.470320432427674
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,3.850635209231151
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,4.0162322184008215
O=C1NC(=O)C(=O)C(=O)N1,2.675381125741463
O=CC(O)C(O)C(O)C(O)CO,1.176467484599134
O=c1[nH]cc(F)c(=O)[nH]1,3.938112591798545
NCCc1cnc[nH]1,4.744871656735144
CCOC(N)=O,1.6488184619684982
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,3.4191679099802927
CCC1C(=O)OCC1Cc1cncn1C,3.2394267033499795
N=C(N)NCCN1CCCCCCC1,3.598383370021215
NCCCC(=O)O,1.6331358741579465
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.815067611745041
C=CCN=C=S,3.917146512490641
NC(N)=O,1.0973151654827418
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.794322104708861
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,3.20597111939853
CC[Sn](CC)(CC)OS(=O)(=O)O[Sn](CC)(CC)CC,5.228620188167437
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,3.521571414434656
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,4.427044449249008
CCN(CC)C(=O)c1cccnc1,3.0749017314101974
CC(=O)OC1CCC2(C=O)C3CCC4(C)C(C5=CC(=O)OC5)CCC4(O)C3CCC2(O)C1,5.9094976785482185
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,4.734282313698728
Cc1cc(=O)n(-c2ccccc2)n1C,2.4965375918539143
NCCc1ccccc1,3.3844716953290184
Cc1ccc(CC(C)N)cc1,4.474906505822768
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,5.124333560090241
CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,6.565529061750793
COc1ccc2[nH]cc(CCN)c2c1,3.404254270927704
C[N+](C)(C)CCO,4.976362486104023
CC(C)=O,1.5664703945385006
CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,3.860536305745367
c1ccccc1,2.948246205233641
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,5.883633048965699
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,5.057427214283861
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,3.9409615082987934
C[N+](C)(CCO)C(=O)Cc1ccc(-c2ccc(CC(=O)[N+](C)(C)CCO)cc2)cc1,6.918602724609922
CCN(CC)CC(=O)Nc1c(C)cccc1C,3.757068128630509
CNC,1.0519720826830885
CC=O,2.1668542343980217
C1CO1,2.400937440431389
CN(C)C,2.567555670894784
C[N+](=O)[O-],1.910553261555124
C[N+](C)(C)C,4.870093584092616
C[Pb](C)(C)C,3.4728214342764687
CCC1(C(C)C)C(=O)NC(=O)NC1=O,3.1510238180450463
O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,4.166768654584354
COS(=O)(=O)OC,3.401858720959867
CC[Pb](CC)(CC)CC,4.167381789257333
CCO[Si](OCC)(OCC)OCC,2.716691822529149
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,3.566283075120315
O=C(O)CBr,3.489639786202998
CCC(=O)O,1.7491211799219537
CNC(C)=O,0.6349742644422877
O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,3.4489195509611785
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,6.051894187684212
O=C(O)c1c2c(nc3ccccc13)-c1ccccc1CC2,3.837757262647004
CCOC(=O)c1ccccc1C(=O)OCC,3.34682222839354
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,3.952864093302005
O=C(O)C(O)C(O)C(=O)O,2.8753101875432177
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.083010453370971
Cc1ccc(C(C)C)c(O)c1,3.3985793983072528
COc1ccccc1O,4.525706518543273
C1CCN2CC3CC(CN4CCCCC34)C2C1,3.8928122656603854
CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,4.528226163013834
NC(=O)Nc1ccc([As](Sc2ccccc2C(=O)O)Sc2ccccc2C(=O)O)cc1,3.713013144889589
CNCC(O)c1ccc(O)cc1,3.047165793190494
C=CCc1ccc2c(c1)OCO2,2.9089887227279614
Cc1ccccc1O,2.7787138601362997
Clc1ccccc1Cl,2.7693891434522806
Oc1ccccc1Cl,3.029917861362609
O=C1CCCO1,2.23598270348184
CC(=O)Nc1cc([As](=O)(O)O)ccc1O,3.3602967147296487
CC1(C)OCC(CO)O1,4.190147712669824
CC(C)=CCCC(C)=CCO,3.4892636148572733
Cc1ccc(O)cc1,2.7787138601362997
OCCCl,2.9058714032759627
CCC#N,3.042023927248867
OCCO,1.0938977471238456
CCOP(=O)(OCC)OP(=O)(OCC)OCC,5.985559691184109
Cc1cccc(O)c1,2.5868283338973863
Cc1ccccc1,2.850509569003846
CCCC#N,1.848295964552917
O=C(O)C=CC(=O)O,2.3657574633605147
CCCCCC,2.814822479652988
OCCOCCO,1.6763295345613756
CCCCCCCCC=CCCCCCCCC(=O)O,3.274877995894144
COC(=O)C(c1ccccc1)C1CCCCN1,3.589783964735364
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,3.6826421161961327
C[Hg]Cl,4.223717401498014
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,3.651781813480397
NC(=O)Nc1ccc([As](SCC(=O)O)SCC(=O)O)cc1,3.593607237519869
CC=Cc1ccc2c(c1)OCO2,2.73289746367228
OCCNc1ccccc1,3.4938444537364703
Oc1ccc(O)cc1,3.041834650940836
CC(=O)CC(C)(C)O,1.6191411894048948
CC(C)CCO,1.749322664226107
C1COCCO1,1.7689142257259842
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,4.631110237331294
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.372603143325876
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,4.246102019913739
C=CC(=C)Cl,2.9648535691580493
CC(=O)N(C)C,1.0189617860249696
Nc1ccc([As](=O)(O)O)cc1,3.336571795384928
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,4.914427786043936
O=C1OC2(c3cc(Br)c(O)cc3Oc3c2cc(Br)c(O)c3[Hg]O)c2ccccc21,4.67313891592181
COc1ccc(C(=O)Cc2c(CCN(C)C)cc3c(c2OC)OCO3)c(C(=O)O)c1OC,2.3935440070348704
CCN(CC)C(=O)c1cccc(C)c1,3.4065946767143416
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,4.64405927789496
NCC(O)c1ccc(O)c(O)c1,5.830409011951599
Nc1cc([AsH]=[AsH]c2ccc(O)c(N)c2)ccc1O,3.453311176583735
O=CO,2.045091858874608
CCCCCCC1(CC)C(=O)NC(=O)NC1=O,3.681789188337681
CCC1(CC)C(=O)NC(=O)NC1=O,2.692213819194991
O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,2.4308176038670943
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,2.6047993321834144
O=C1C=C2C(=CCOC2O)O1,4.108680572182469
CC(N)C(O)c1ccccc1,3.3045163778661646
C=C1CC1CC(N)C(=O)O,4.149742414713404
CC(N)Cc1c[nH]c2ccccc12,3.2869228001734108
CC(N)Cc1ccccc1,3.7330688041186018
OC(O)C(Cl)(Cl)Cl,2.616483390984273
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,7.208001733338053
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,4.029927320216254
ClCCN(Cc1ccco1)Cc1ccco1,4.379671657668781
NCCCNCCCCNCCCN,4.050822118523721
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.723887835821347
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,5.348494709757216
CNCC(O)c1ccc(O)c(O)c1,6.214487056732252
NCCCCN,3.042152036262962
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,4.118893826329161
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,3.912306036818721
OCCF,5.408640146107347
COc1ccc2c(c1)[nH]c1c(C)nccc12,3.548700540805004
Nc1cc([As]=[As]c2ccc(O)c(NCOSO)c2)ccc1O,3.4714638297151854
CC12CCC(O)CC1CCC1C2CCC2(C)C(c3ccc(=O)oc3)C(O)CC12O,5.406142245228992
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,3.6943208403815495
CCC(C)C(=O)OC1C(OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,3.890327107138335
COc1ccc2ccc(=O)oc2c1CC=C(C)C,3.989965680840461
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,4.95487763133216
COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]O,4.839630656617319
c1cncc(C2CCCCN2)c1,5.210147230063603
O=c1cc(CO)occ1O,2.1526246394476187
OCCCO,1.4042348666534228
C[N+]1(Cc2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,4.814443573994473
COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,4.618230845653179
CCN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,4.728981093978441
CCc1ccc(C)c2ccc(C)c-2c1,2.4873316665910203
O=C(O)c1ccccc1,2.4847374730461445
Nc1cc([As](Cl)Cl)ccc1O,4.228653537780587
O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,4.423218558959478
N#CS,2.6541418658521714
O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,3.334383373657847
CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,3.8996468046004304
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,4.793203905757556
CCN(CC)CCOC(=O)c1ccc(N)cc1O,3.5446088521999064
CC(C)CNCCOC(=O)c1ccc(N)cc1,3.896370034455974
NC(=O)CNc1ccc([As](=O)(O)O)cc1,2.341011697851231
CCN,2.109964029660775
Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,3.4529950919189845
O=C(O)O,2.4915297752974697
N#C[Hg]C#N,5.10144804998307
C=CCSCC=C,2.539201599294127
C[Bi](C)C,4.363586341916877
CC[N+](C)(CC)CCCCCCCCCC[N+](C)(CC)CC,5.196731483545737
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,3.9559245517811417
COc1cc2c(cc1OC)C(COc1ccc(OCC3c4cc(OC)c(OC)cc4CC[N+]3(C)C)cc1)[N+](C)(C)CC2,5.859401017034065
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.810429676096772
O=C1CCCN1,2.026870192070735
NC(=O)C=Cc1ccccc1,3.37544825668843
Nc1ccc(N)cc1,2.5568811743797557
CCNC(C)=O,0.9665382132354514
NC(CSC(Cl)=CCl)C(=O)O,4.334632659706511
CCCCCC#N,3.364242685601876
CCCC1CCCCN1,3.92850168157001
N#CCCc1ccccc1,3.5267963981369768
CO[Si](OC)(OC)OC,3.182477423710076
CCCC[Sn](Cl)(Cl)CCCC,4.7836878070394455
CCN(CC)C(C)=O,1.7780607629404774
O=Nc1ccc(NNC(=O)c2ccncc2)c(=O)cc1,4.0338224799212
O=Nc1ccc(NNC(=O)c2cc[n+](O)cc2)c(=O)cc1,4.060327588143502
CN(C)C1C(=O)C(C(=O)NCNCC(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.424487980943792
O=CC1CO1,3.5566823422825133
CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,3.31998770730626
CSP(SC)SC,3.856023621378956
[N-]=[N+]=CC(=O)NCC(=O)NN,2.275622400774323
CC[Sn](Cl)(Cl)CC,4.393997886280084
N#CC#Cc1ccccc1,4.104302701867189
CCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.659568245004957
C[N+](C)(C)CCCl,4.486497778657244
CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,4.062753036243303
CC[Pb](Cl)(CC)CC,4.564059495669706
N#CC#CC#N,3.0178220410184284
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,2.5215042017931992
On1ccccc1=S,2.803347845429721
CC(COC(N)=O)(COC(N)=O)C1CCCCC1,3.2360634104870014
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,5.208699276558137
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,4.680406530017919
CCCC1=NCCCC1,2.620535103124549
CC[N+](CC)(CC)CCCCCCCCCC[N+](CC)(CC)CC,5.689760300820543
Cc1cccc(C)c1NC(=O)C1CCCCN1C,3.714165474921219
C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,4.079967692294267
C#CC(C)(O)C(O)c1ccccc1,3.246042874223341
NCCCc1ccccc1,3.4320388084546205
CC(C)c1cccc(C(C)C)c1O,3.950060449455899
C=CCC1(C(C)CC)C(=O)NC(=S)NC1=O,3.6026531219062576
CC(COC(N)=O)(COC(N)=O)Cc1ccc(Cl)cc1,3.2878623853825206
NC1=NCC(c2ccccc2)O1,3.732908174430821
C(OCC1CO1)C1CO1,2.8133908180173104
C=CCn1c(=O)c2c(ncn2C)n(C)c1=O,3.643910418445558
N=C(N)Nc1nc2ccccc2s1,3.5848895670575462
CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1,4.512486944755747
NCc1cc(=O)[nH]o1,4.057300869198918
CN1CCCC1c1cccnc1,4.397233873420748
NC1CCCc2ccccc21,3.8669397676909303
CCn1nc2c3ccccc3c3ccccc3c2nc1=N,4.262177295081632
CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O,4.535661152659443
N#CSc1ccc(N)cc1,4.875657285305412
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,3.636568128107131
CCN(CC)CCOc1cc(C)ccc1C(C)C,3.998952957742152
CC[N+](C)(CC)CCOC(=O)C1CC2CC[N+]1(C)CC2,4.152966781622885
C[S+](C)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,4.333753490234977
C[S+](C)CCOC(=O)C(c1ccccc1)C1CCCCC1,4.7888454556272695
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3.905505580405817
COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O,5.9264033327765375
O=c1oc2ccccc2c(O)c1C(c1ccccc1Cl)c1c(O)c2ccccc2oc1=O,4.349123991319832
O=c1oc2ccccc2c(O)c1C(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,4.173032732264151
N#CC=Cc1ccccc1,3.5796558441576143
NC1=NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)CO,5.902098120927232
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,4.334826421890724
Nc1nnc(-c2ccccc2)c(-c2ccccc2)n1,3.3949574793406176
O=c1nnc(-c2ccccc2)c(-c2ccccc2)[nH]1,3.1536371917667902
CC[N+](CC)(CC)CCOc1ccc(OCC[N+](CC)(CC)CC)cc1,5.020112569565467
N#CSc1ccccc1,3.5288877891797363
O=C(O)CS,2.964349214823683
CCC(C)c1cccc(C(C)CC)c1O,4.314560273318951
CC(C)NCC(O)c1ccccc1Cl,3.630850775623205
O=C1C=C2C=CC3CC2(O1)C1CCCCN31,4.336995766602156
O=C(O)CC(O)(CC(=O)O)C(=O)O,3.414347639795772
CN(C(=O)CF)c1cccc2ccccc12,4.637975787181227
CN1C2CCC1CC(OC(=O)C1CCC(C(=O)Oc3ccccc3)(C3CC4CCC(C3)N4C)c3ccccc31)C2,4.55848456718492
CN(C)CCN1c2ccccc2Sc2ccccc21,4.130978297721293
CC[N+](CC)(CC)CCO,3.1651077527314606
CC(N)C(O)c1cccc(O)c1,4.019137069590251
Cc1cc(=O)oc2cc(O)ccc12,2.8748665572609924
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,4.131816133459422
CCOC(=O)C(CCc1ccccc1)C(=O)OCCN(CC)CC,4.224590032504397
O=P1(N(CCCl)CCCl)NCCCO1,2.939667320129191
C1CCNCC1,2.7260646696426947
OC1CCN2Cc3ccccc3N=C12,3.399627578845858
CNC(C)CCC=C(C)C,3.45104304866852
c1cc[n+](CCCCCCCCCC[n+]2ccccc2)cc1,4.629808465808511
Cc1ccc(OC(=O)N2CCCCC2)c(C(C)C)c1[N+](C)(C)C,6.90236873100332
C=CCOc1ccccc1OCC(O)CNC(C)C,4.122794006329992
CCOC(=O)CCCCCC1NC(=O)CS1,3.532442945144872
CC(C)C1(NC(=O)C2C=C3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)CN2C1=O,5.539579554991367
CNCCCC12CCC(c3ccccc31)c1ccccc12,4.142093682214544
C[N+]1(CC2Cc3cc(C(=O)c4ccc5c(c4)OC(C[N+]4(C)CCCCC4)C5)ccc3O2)CCCCC1,6.292865428568084
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,3.131550660184581
COC1CC(OC2CCC3(C=O)C(O)(CCC4(C)C3(C)CCC3(C)C(C5=CC(=O)OC5)CCC34O)C2)OC(C)C1OC1CC(CO)C(O)C(O)C1O,6.56637620343902
Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,4.797456825187022
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,4.612552877753896
O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,4.312093500855031
N#C[Fe](C#N)(C#N)(C#N)(C#N)N=O,4.598197069785936
CCCCN(CCCC)CCOC(=O)c1ccc(N)cc1,4.235562606894721
CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,7.392303800392592
S=c1nncc(-c2ccccc2)[nH]1,3.033981775456237
Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,3.080366245521396
CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21,4.056100280774326
CCCO[Bi](O)O,4.017726850070212
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,4.596480746610255
CC[N+]1(CC)C(C)CCCC1C,3.833325639758228
COc1cc(C(=O)NC2CCCC3CN(C)CCC32)cc(OC)c1OC,4.184218525343747
O=C(NO)c1ccc(C(=O)NO)cc1,2.321339032039326
CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,4.9385552478114905
COC(CNC(=O)C1CCC(C)(C(=O)O)C1(C)C)C[Hg]SCC(=O)O,3.652864939141422
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,4.552277235963956
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,3.0534997225257428
CCC(N)c1ccccc1,3.4320388084546205
CCN(CC)CC(OC(=O)c1ccccc1)c1ccccc1,4.041974279408641
CN(C)CCC(c1ccccc1)c1ccccn1,3.9037228717450025
C[N+](C)(CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,3.9990295713146535
CCCCCN(CCCCC)CC(O)c1cc2c(c3ccccc13)CCCC2,4.280582922697277
C[N+](C)(C)CCc1ccc([N+](C)(C)C)cc1,3.745027922742121
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(I)c(I)c(I)c(I)c21,3.893636022168067
N#CC(O)CCl,4.023351245246823
NC(=O)OCC1N=C(N)N2CCC(O)(O)C23NC(N)=NC13,7.998972402618005
COc1cc(C=CC(=O)O)ccc1OCCO,1.9337498700170963
CCCCC1(CC)C(=O)NC(=O)NC1=O,3.372603143325876
CC(C(O)c1ccccc1)N(C)C,3.513127970653373
CCC1(C(C)C)C(=O)NC(=S)NC1=O,3.427911917852261
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1O,3.773991287141951
CN(C)c1nc(=NP(=O)(N2CC2)N2CC2)c2c(ncn2C)[nH]1,3.33218656341106
CCN(CCCl)CC1COc2ccccc2O1,4.231715892639811
CC(CN)c1ccccc1,3.4320388084546205
CNC(C)C(O)c1ccccc1,3.369108993833841
CC(N)CCc1ccc2c(c1)OCO2,3.6840505218916033
Oc1ccccc1,2.7183771123549016
CN1CCC23c4c5ccc(Oc6ccc([N+](=O)[O-])cc6[N+](=O)[O-])c4OC2C(O)C=CC3C1C5,5.177473972413767
CN(CCCN1c2ccccc2Sc2ccc(Cl)cc21)C1CCCC1,4.1737280697316566
C[N+]1(CCCCCCCCCC[N+]2(C)CCCCC2)CCCCC1,5.052596480796281
CCN(CC)CCN(CC)c1ccccc1,3.945192755029245
CCC(C)C(=O)OC1CCC2(C)C3CC(O)C4C5(O)C(CC42OC13O)C1CN2CC(C)CCC2C(C)(O)C1C(O)C5OC(=O)C(C)(O)CC,6.364159985620254
O=C1C=CC2=C3CCC(=O)NCC4C=CC(C4)NCC(=O)CNCC=CCCC3OC2=C1,3.795919722453072
CCN(CC)CCOC(=O)n1c2ccccc2c2ccccc21,4.190887519468103
CN(C)CCOC(=O)n1c2ccccc2c2ccccc21,4.14974702927926
Cc1cccc(OCC(=N)N)c1,3.516424307224631
CC(=O)OC(CN(C)C)c1ccccc1,3.459210236850692
CCC(C)C1(CC)C(=O)NC(=O)N(C)C1=O,3.4252195671696963
CCN(CC)CC(C)(C)COC(=O)C(C)(OC(C)=O)c1ccccc1,3.999343098356533
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,2.0785145902397986
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,3.6720364855089
COc1c(O)c2c(c3cc(C(=O)N4CCc5c4c(O)c(OC)c4[nH]c(C(=O)N6CC7CC78C6=CC(=O)c6[nH]cc(C)c68)cc54)[nH]c13)CCN2C(N)=O,8.847394956867024
COc1cccc(C2(O)CCCCC2CN(C)C)c1,3.7216144379192855
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,4.292830688080837
CCC(C)c1cccc(C(C)C)c1O,4.107892542002595
CCCCC(C)c1cccc(C(C)C)c1O,4.167033621210793
CCCC(C)c1cccc(C(C)CCC)c1O,3.8928048540174576
C[N+](C)(C)NCCC(=O)O,1.2648119222292062
CCN1CC2(COC)C(OC(C)=O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,7.360330182399605
Cc1ccc(C(C)C)c(OCCN2CCCCC2)c1,3.9401992810231454
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1,2.411280386083257
CCC(N)CCc1ccc(OC)cc1,1.888269377393971
CC1CCCCN1CCCN1C(=O)C(c2ccccc2)(c2ccccc2)NC1=S,5.050309436558923
O=C1N(CCCN2CCCCC2)C(=S)NC1(c1ccccc1)c1ccccc1,5.069961730828746
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,3.1246264752170467
OCC(Br)(Br)Br,3.1503833695647856
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,5.266744736204306
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,3.044423462605492
O=C(O)C(S)C(S)C(=O)O,1.8292370448216455
OC(CNc1ncccn1)c1ccccc1,2.7888872213762284
COC(=O)CCCN,2.591613623818285
NCCCC(N)=O,2.46511505312284
C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.899249911138406
CCC1(C(C)C=C(C)C)C(=O)NC(=O)NC1=O,5.979160340924652
CN(C)CCOC(=O)COc1ccc(Cl)cc1,3.235051808166862
CC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,6.184084403259367
CC=CC#N,3.048513014755682
CC[n+]1cccc2cccc(OCCCCCOc3cccc4ccc[n+](CC)c34)c21,5.744621514112928
NCC(O)c1ccccc1,3.666541413905456
CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,3.3430395866862006
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,5.483550212769778
CNC(=O)Oc1cccc(C(C)N(C)C)c1,5.250006005361424
CC1CCCC(C)N1CCCOC(=O)c1ccccc1,4.485708810627117
O=C(O)C1C2CCC(O2)C1C(=O)O,4.570923364615558
