curated_smiles,rat_intraperitoneal_LDLo
CCC1(c2ccccc2)NC(=O)N(C)C1=O,2.907602427421708
CC(C)NCC(O)c1ccc(O)c(O)c1,3.324819331183516
CCCc1cc(=O)[nH]c(=S)[nH]1,2.6289939660038284
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,3.0478101023744437
CCCC[Sn](CCCC)(CCCC)OC(C)=O,4.542953580919156
O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,3.6770546096937418
C=CCN=C=S,3.093237771546322
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,3.155186426916908
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,2.946824335609888
CN(C)CCCN1c2ccccc2Sc2ccccc21,2.9789325839371035
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,3.1208765158653726
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,3.307844311818755
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.6907920345060505
CC(=O)OC(C)C[N+](C)(C)C,3.4644001158898643
CC(N)=S,2.097696820511839
NCCc1ccccc1,3.083441699665037
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3.275457246836364
O=C(O)CI,3.7922702568614
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,5.455326779131665
CC(C)=O,2.0650566033560183
ClC(Cl)(Cl)C(Cl)(Cl)Cl,1.9118736453770235
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2.749096493265538
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,3.463840253579132
CC=O,1.945005484781665
CC(C)N,3.07270564921469
C[N+](=O)[O-],1.6095232658911427
CCC(C)(C)O,1.7605308858177418
CCC1(C(C)C)C(=O)NC(=O)NC1=O,3.255759168565059
O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,3.564708663256392
CCC1CC2CN3CCc4c([nH]c5cc(OC)c(OC)cc45)C(C(=O)OC)(C2)C13,3.822280344805304
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,3.322700887681892
CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,3.8710032544738886
C=CC(C)=O,3.669570997123951
CC[N+](=O)[O-],1.6713290772829292
CC(C)[N+](=O)[O-],1.908455772474254
CC1=C(O)C(=O)CC1,2.35074407147993
C1C2OC2C2C1C1CC2C2OC12,4.173991047142668
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.865770718113668
O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,3.272828291905497
CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,3.087145357106292
CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,3.1846094212120217
CN(C)Cc1c[nH]c2ccccc12,2.843225300940698
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,3.7141347865128447
Nc1ccccc1[N+](=O)[O-],2.237185448239304
Oc1ccccc1[Hg]Cl,4.1194512118631454
O=C(O)c1cc2ccccc2cc1O,3.274578079906685
c1ccc2scnc2c1,2.130947780507699
Nc1ccccc1O,2.560814941197052
Cc1ccc(C)c(C)c1,1.8363522999646544
Cc1cc(O)ccc1O,2.7928782469462865
CC1OC1C1CCC2(C)OC2C1,2.623858942633593
CCC(=O)CC,1.8382646029947176
OC(CCl)CCl,3.265444534992746
OCC(O)CCl,4.043519460245756
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.8648028858523205
Cc1cc(N=C2C=CC(=[N+](C)C)C=C2)c(N)cc1N,3.2609993225240133
C=CCc1ccc(O)c(OC)c1,2.3122937453089487
CCOC(=O)C(C)O,2.0723675567241
O=C(O)c1cc(O)[nH]c(=O)c1,2.2875470109308664
Nc1ccc([N+](=O)[O-])cc1,2.362124184847604
Cl[Hg]c1ccccc1,3.796781024841415
COc1ccccc1,2.335016360903587
CNC(C)CC1CCCCC1,3.378216149749877
O=C=Nc1ccc(Cl)c(Cl)c1,3.274187879226829
S=C=Nc1ccccc1,2.954856521452017
O=C=Nc1ccc(Cl)cc1,3.390420710908252
CC=Cc1ccc(OC)cc1,3.325764815692342
OCC1CCC(CO)CC1,2.255917435857584
O=C1CCCCCN1,2.1506029517930094
CCCN,3.19764438582299
C=CCN,3.1825744160211533
O=CC=O,2.763697472032552
CC(O)CC(C)(C)O,1.8964380269152037
C[Si](C)(C)O[Si](C)(C)C,1.949272342825152
CCC[N+](=O)[O-],2.209485768138235
Nc1nc(N)nc(N)n1,1.5956443141393275
COCOC,1.1823861170370664
CC(=O)CCC(C)C,2.455560475037095
O=C(O)C=CC(=O)O,1.8859711899603744
COCCOC(C)=O,1.9931863106764751
CCCCCC,0.9763550185377444
CCCCCCCN,3.1864666074988075
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,5.427194467948396
CC[Si](Cl)(Cl)Cl,3.736415095526168
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,3.475690554424716
O=Cc1ccc2c(c1)OCO2,2.0003849038251307
COB(OC)OC,1.812554079946012
CCN(CC)CC,3.130089207940947
NC(=O)Nc1ccc([As](=O)(O)O)cc1,2.415108626334452
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,4.346581799087201
CC(C)CCO,2.035131771041273
CC(=O)C=C(C)O,2.39844783619466
CC1OC(C)OC(C)O1,1.7988774491034276
CS(=O)(=O)Cl,4.360036462968402
Nc1ccc([As](=O)(O)O)cc1,2.7345118040569654
O=C1C=CC(=O)c2ccccc21,3.500115668156399
CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,3.5482345925054384
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,4.080040298939805
O=NN(O)c1ccccc1,3.4413054308952287
Nc1ccc(N=Nc2ccccc2)c(N)n1,3.027846824698205
Nc1cc([AsH]=[AsH]c2ccc(O)c(N)c2)ccc1O,3.5167477947764847
N#CCc1ccccc1,3.1937889798766705
O=c1cc[nH]c(=S)[nH]1,1.9316476847138373
CCCNCCC,3.130089207940947
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,2.421106001428796
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2.347495545467825
CC(N)C(O)c1ccccc1,3.4014263908742213
CN(C)CCN(Cc1ccccc1)c1ccccn1,3.838959649093423
CNC(C)Cc1ccccc1,3.66872653183888
CC(N)Cc1ccccc1,3.799629896949853
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,6.6735610886341465
C=C(O)/C=N\O,2.9399084456453703
NCCCNCCCCNCCCN,3.74979212285974
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.3357076644384653
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,3.398422141899795
CNCC(O)c1ccc(O)c(O)c1,4.26294206323628
O=C(O)C=Cc1ccc(O)c(O)c1,2.079564703504518
NC1CONC1=O,2.008995965734396
S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,2.798621645481444
N#CN,2.32264304207559
Nc1cc([As]=[As]c2ccc(O)c(NCOSO)c2)ccc1O,3.948585084434848
NC(=O)NCC(=O)O,2.373250473518515
CC12CCC(CC1=O)C2(C)C,2.031669196029488
COc1cc2c(c(O)c1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,2.870910481716188
COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4,3.085458268453424
Nc1ccc(C=C2C=Cc3ccccc32)cc1,3.244102873135438
c1cncc(C2CCCN2)c1,3.79980671472959
COP(=O)(OC)OC,2.243270644147662
NC(N)=NOCCC(N)C(=O)O,1.4008487052792116
CC1C(=O)CC2(C(C)C)CC12,3.103338971058172
O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,3.112534624041491
COc1cc2c3cc1OCc1c(O)c(OC)cc4c1C(Cc1ccc(cc1)Oc1cc(ccc1O)CC3N(C)CC2)N(C)CC4,3.386488264117405
Cc1ccc(C(C)C)c(O)c1C(=O)O,2.788629227547887
N#C[Zn]C#N,3.0697642673235226
ON=CC=NO,2.944808270927311
COc1ccccc1C(=O)O,1.70514784758143
CCCCOC(=O)c1ccco1,3.22580533487163
CCC(O)CC,1.6551877052728228
O=C(O)O,1.491095697818151
CC(C)CC=O,2.0320846290108303
CC(=O)NC(N)=S,2.4704141664383896
Nc1cccc(O)c1,2.037936195916714
CCCCC(C)=O,2.039752456118085
N#C[Hg]C#N,4.527416782255351
CC(=O)OCN=[N+](C)O,3.425296141009718
COC(=O)c1ccco1,3.2256917060596377
NNC(=O)c1ccccc1,3.13403040478292
CCOC(=O)c1ccco1,3.2714946517127528
CCOC(=O)N(C)N=O,3.421995273549498
Oc1ccc(O)c(Cl)c1,3.16003912670724
S=C=NCc1ccccc1,3.1738212147529983
Nc1cccc(I)c1,2.902743126185859
NC(CSC(Cl)=CCl)C(=O)O,3.635662655370492
CCCC1CCCCN1,3.6274716859060288
ClP(Cl)c1ccccc1,3.252819062485316
C1COCO1,2.1707251067917848
CCNCC,3.165179013773596
CCCC[Sn](Cl)(Cl)CCCC,4.607596547983764
CSC(=S)Nc1ccccc1,2.962134838601548
CC(=Cc1ccccc1)[N+](=O)[O-],2.9116262872217358
O=Nc1ccc(NNC(=O)c2cc[n+](O)cc2)c(=O)cc1,3.458267596815539
Cc1ccc(S(=O)O)cc1,1.9895777288113872
O=C1C=CC(=O)N1c1ccccc1,3.8405351561773866
CC[Sn](Cl)(Cl)Cl,3.1040293586756857
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3.573938854814953
On1ccccc1=S,2.5189171115852016
OCCN1CSC(=S)N(Cc2ccccc2)C1,2.7298238336204395
CN(C)c1ccc(C=Cc2ccccc2)cc1,3.649955670119759
O=C1CSC(=S)N1c1ccccc1,2.8436375985671973
NC(C[Se][Se]CC(N)C(=O)O)C(=O)O,4.921806085036142
CCC[Pb](Cl)(CCC)CCC,4.8396672575086415
N#CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.8754182032438704
CCCCCCCCCCCCCCCCCCN(C)C,3.473590604448907
Cc1ccc(N2C(=O)C=CC2=O)cc1,3.5733312001429707
CCNS(=O)(=O)c1ccc(Br)cc1,3.023900741514706
S=C=Nc1ccc(Br)cc1,3.3305902964412057
CC1SC(=S)N(c2ccccc2)C1=O,2.871810253877834
CN(C)CCN(Cc1ccccc1)c1ccccc1,3.326296595108596
CCCC[Ge](Cl)(CCCC)CCCC,2.151777273487949
C[S+](C)C,2.942977083480224
CCN(CC)c1ccc(N)cc1,3.817570657740454
CC1CCC(C(C)C)C(O)C1,2.0177815739588305
S=C=NCCc1ccccc1,3.212839888227883
CN(N=O)C(C)(C)C,2.21997351812842
NCC1CCCC(CN)C1,3.755100054076249
CC=C(C)C(O)C(C)C=C(C)C=CCC(C)=CCc1[nH]c(OC)c(OC)c(=O)c1C,6.062345867738284
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,2.5664186350374885
O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,3.729534107027341
N#CSCc1ccccc1,3.5717612234250358
N#C[SeH],2.7242185061640005
CCCNS(=O)(=O)c1ccc(Br)cc1,2.745341847429074
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,3.668752811478533
Nc1nncs1,3.004897184572516
Cc1ccccc1N1C(=O)C=CC1=O,3.5733312001429707
CC(Cc1ccccc1)N(C)C,2.957617927490371
CNCCc1ccccc1,2.7774793424768416
CNC(C)Cc1ccc(N)cc1,3.286091740698199
Cc1ccc(C(C)C)c(C(=O)O)c1O,2.913567964156188
CN1C(=O)CSC1=S,2.9918873540568818
CCCC[Ge](Cl)(Cl)Cl,3.691827157055213
CC[Ge](I)(I)I,3.340970213610575
N#CCC(=O)c1cc2ccccc2o1,2.364508783255757
CCCCc1c(C)[nH]c(N(C)C)nc1=O,3.019724707532748
N#CSc1ccccc1,3.5288877891797363
CCOC(=O)CSC#N,3.8608857705731854
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,3.185329630024148
COc1cc2c3c(c1O)-c1c(ccc(OC)c1OC)CC3N(C)CC2,3.533272421378033
CNCC(C)c1ccccc1,2.872846514494805
CC1SC(=S)N(c2ccc(Cl)cc2)C1=O,3.1101973214059413
CCCC(C)O,1.616842713196603
COC1C=CC2=CCN3CCC4=C(CC(=O)OC4)C23C1,3.260599220093538
CCCCn1cnc2c(=S)nc[nH]c21,2.841547165256553
CC=CC(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,3.12371578024154
COc1cc2c(cc1O)C1Cc3ccc(OC)c(O)c3CN1CC2,3.117112135692376
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1.9751770001999287
CC1(c2ccccc2)NC(=O)NC1=O,2.5802450749551613
CNC(=O)C=C(C)OP(=O)(OC)OC,4.04759608752821
Cc1ccc(C(C)(C)C)c(O)c1C(=O)O,2.943851261957225
COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,6.675139073707276
N#CS[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,3.61078149312774
CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,3.939302407814593
NCCCCCCCCCCN,3.1464204932813944
CCCCNC(=O)C(CC)CCCC,2.822468841859413
CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,3.4317213162684883
CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,2.1161725674901577
CCCCCCCCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,2.18101277701875
CC1(O)C(=O)CC2CC1C2(C)C,2.6238589426335928
COCC=O,2.182166149913169
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,1.246189440153069
O=C(O)Cc1ccc(N(CCCl)CCCl)cc1,4.265074232811013
COc1cc(C=CC(=O)OC2CCC34CC35CCC3(C)C(C(C)CCC=C(C)C)CCC3(C)C5CCC4C2(C)C)ccc1O,2.683335270857296
CCC1NC(=O)C2C(Cl)C(Cl)CN2C(=O)C(CO)NC(=O)CC(c2ccccc2)NC(=O)C(CO)NC1=O,4.058764520722857
O=C1CSC(=S)N1c1ccc(Cl)cc1,3.085896811131588
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)O1,2.414458571079554
CS(=O)(=O)c1ccc(N)c(Cl)c1,2.0578899964463
N#CSCc1ccc([N+](=O)[O-])cc1,3.987252773500461
CCN(CC)C1=[S-][Hg+2]2(S1)SC(N(CC)CC)=[S-]2,3.6964804551480888
S=C1SCN(CCc2ccccc2)CN1CCc1ccccc1,2.835732413908525
CCCCN(CCCC)CCOC(=O)c1ccc(N)cc1,3.1649815326090134
O=c1[nH]c2ccccc2nc1O,2.510941591939574
CCc1cccc(CC)c1N(COC)C(=O)CCl,2.652845621280872
CCNC(C)Cc1ccccc1,3.3098004456017334
CC1NC(=O)C(CC(C)(O)CO)NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC1=O)C(=O)N1CC(O)CC1C(=O)NC(C)C(=O)N2,5.897011496313216
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,4.99349222221721
Nc1ccc(S(=O)(=O)c2ccc(N)cc2S(N)(=O)=O)cc1,1.7369101799141589
NC(=O)c1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,5.411173399050443
C[N+](C)(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.046505569588479
CC=CC(=O)OC1CC2OC3C=C(C)C4OC4C3(C)C1(C)C21CO1,3.5216557889135776
CC(C)[Ge](I)(I)I,3.264477632330821
OC1(c2ccccc2)CSC(=S)N1CCCCCCN1C(=S)SCC1(O)c1ccccc1,3.0041218104738934
CCCCN1CSC(=S)N(Cc2ccccc2)C1,2.748904022367475
COc1ccc(CCN2CSC(=S)N(CCc3ccc(OC)c(OC)c3)C2)cc1OC,2.9662703587575696
CCN1CSC(=S)N(Cc2ccccc2)C1,2.703133111294696
S=C1SCN(C2CCCCC2)CN1Cc1ccccc1,2.787460474518415
O=C1CSC(=S)N1c1ccccc1Cl,3.085896811131588
S=c1[nH]nc(CS)[nH]1,2.7530170645381
NC(Cc1ccccc1)c1ccccc1,3.295085260657684
S=C1NCCS1,2.377357255814175
CCC(C)NC(=S)C(=S)NC(C)CC,4.588118509298309
CCN(CCN(C)C)c1ccccc1,2.7399247902066683
Oc1c(Cl)c(O)c(Cl)c(Cl)c1Cl,3.394262511390988
CC(C)Oc1ccccc1N,2.878547645593884
CN(C)CCCNc1nc(-c2cccc(C(Cl)(Cl)Cl)c2)nc(C(Cl)(Cl)Cl)n1,3.089962483953133
CC(=O)C(=NO)C(C)=O,3.110976699577079
O=C1NC(=S)NC1(c1ccccc1)c1ccccc1,3.030747025212677
C#CC(C)(C)OC(N)=O,2.2591944145874527
NNc1csc(=O)[nH]1,3.0038580556904906
CC(C)(CO)CCCCCCC(C)(C)CO,2.3525917611076976
CCCCC1(CC)C(=O)NC(=O)NC1=O,3.1965118842701945
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,4.001732476909456
O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,1.9871040438524432
Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,1.884649738853556
CC1=CC(C)CC=CC2C3OC3(C)C(C)C3C(Cc4c[nH]c5ccccc45)NC(=O)C23C(=O)C=CC(=O)C1O,5.422137419362037
CCCNC(C)Cc1ccccc1,3.3455967026442543
CCCCNC(C)Cc1ccccc1,3.167812479889411
CNC(C)C(O)c1ccccc1,3.042013414062265
CCC(N)Cc1ccccc1,3.3287784701445298
N#CCCC1CS1,2.752758879519759
Cn1c(=O)c2[nH]c(NCc3ccccc3)nc2n(C)c1=O,2.9781911724722163
Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1,2.5552573288670164
NC(=O)c1csc(C2OC(CO)C(O)C2O)n1,2.415425780703912
CN1CCC23c4c5ccc(Oc6ccc([N+](=O)[O-])cc6[N+](=O)[O-])c4OC2C(O)C=CC3C1C5,4.052535235805467
CC(Cc1ccccc1)NCCO,2.8555506514755797
CCCC(N)Cc1ccccc1,3.36779239257942
CCCC(C)c1ccc(OCC(=O)Cl)c(C(C)CCC)c1,3.191541832321544
CC(=O)O[Hg]c1ccc([Hg]O)s1,4.048719849453115
CCC(C)C1(CC)C(=O)NC(=O)N(C)C1=O,3.275457246836364
C=C(C)CC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.1110557375792967
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,2.6143392320542684
CC(N)CCc1ccccc1,3.1738765101587867
Cn1c(=O)c2c(nc(NCc3ccccc3)n2CC(O)CO)n(C)c1=O,2.8151984655236424
CCCCC(CC)C(=O)N1CCOCC1,2.6758210971133494
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,3.0258524863405367
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,2.920236988924272
C[N+](C)(CCc1c[nH]c2ccc(O)cc12)Cc1cccc(Cl)c1,3.916257813728872
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,2.501710899827905
CCS(=O)(=O)CCC(=O)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc21,2.340349908331553
CN(C)CCN(Cc1ccccc1)c1cccc2ccccc12,3.529254924202303
CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,2.093936229334098
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,3.596874076167222
COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1,3.9627606715956656
OCC(Br)(Br)Br,2.9118227422049543
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.8498009759751297
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,2.7433934669415105
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,1.787481728214425
CSc1c(C)cc(OC(=O)NCC(C)=O)cc1C,1.968593424638152
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,4.220546085928979
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,2.605129892082714
O=C1CC(Nc2ccc(Cl)cc2Cl)=NN1c1c(Cl)cc(Cl)cc1Cl,3.0248077799438424
C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.8023398981303487
CCC1(C(C)C=C(C)C)C(=O)NC(=O)NC1=O,4.377100349596691
S=C=NCc1ccc(Cl)cc1,3.2640216739198045
CCCC[Ge](Cl)(Cl)CCCC,3.411195304053192
CCN1C(=O)CSC1=S,3.031411157542385
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,2.859904484027381
COc1cc(=O)oc(C=CC=CC=CC(C)=CC2(C)OC(C)C(C)(O)C2O)c1C,4.991968000855104
O=C(C=NO)C=NO,3.587621179101306
Cc1c(OC(=O)N(C)C)cc(C(C)C)cc1[N+](C)(C)C,5.048292610591783
