curated_smiles,rat_unreported_LD50
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,2.9461328133753497
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,3.072483958847507
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.5493752382531976
CCN(CC)CCOC(=O)c1ccc(N)cc1,3.197400030119955
CCN(CC)CCNC(=O)c1ccc(N)cc1,3.17489153864006
CC(C)NCC(O)c1ccc(O)c(O)c1,2.395400405469224
CN(CCCl)CCCl,4.962831549583973
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,2.670308276310441
CC[Hg]Sc1ccccc1C(=O)O,3.980950509763967
O=C(O)c1cccnc1,1.4882368676624178
CCN(CC)N=O,2.620017013108583
ClCCN(Cc1ccccc1)Cc1ccccc1,3.335424466416924
CS(=O)(=O)OCCCCOS(C)(=O)=O,4.391474991356573
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.732961724261582
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,3.217179340990165
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,3.1186610873281917
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,2.125551980425476
OCC(S)CS,3.0411480417386203
CC(N)=O,1.4096244301903054
CNC(=O)CSP(=S)(OC)OC,3.0278955111143167
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,4.350376873367003
COP(=O)(OC)OC=C(Cl)Cl,3.588470252249881
O=C(O)CF,3.716237131572411
CN(C)N=O,3.3134160600699967
CNC(=O)Oc1cccc2ccccc12,2.60471193172762
CNC(=O)Oc1cccc(C(C)C)c1,3.6733266564998304
CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,3.921437380188555
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,3.3253983657305906
CS(C)=O,1.778907822403885
CN(C)C=O,1.3867664157173134
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,3.1943113693217544
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.5433378160570177
CC(C)=CC1C(C(=O)OCc2cc3c(cc2Cl)OCO3)C1(C)C,2.549667819201968
CCN(CC)CC(=O)Nc1c(C)cccc1C,3.7743557635246714
ClCCl,1.2007226824666364
NC=O,1.176486769434035
CN(C)C,2.0433218715294807
CC(C)(O)C#N,3.806108538095593
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1.0360716991031995
C=CC(N)=O,2.533677974188272
NC(=O)CCl,3.125773949850885
C=CC(=O)O,1.7608023249384384
CNC(C)=O,1.3587376921170695
C=C(C)C(=O)O,1.730832725161933
O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,2.1699266326049336
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,1.8878936692686743
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.790050004175549
O=C1C(=C(O)C(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,4.490568796961236
O=c1c(=O)c2cccc3cccc1c32,2.3983645506484046
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,3.475388300828639
CCOC(=O)c1ccccc1C(=O)OCC,1.3690986231046922
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,1.132834244083936
CCCCOC(=O)c1ccccc1C(=O)OCCCC,1.4709984817124335
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,1.0058250515410327
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,1.3665453933680798
O=C1OC(=O)C2CC=CCC12,1.70514784758143
O=NN(c1ccccc1)c1ccccc1,1.820037171803748
COP(=S)(OC)SCn1nnc2ccccc2c1=O,4.325422609838566
Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,1.873255258982384
Cc1cc(C)c(N)c(C)c1,2.4268582959508405
Oc1ccccc1-c1ccccc1,1.799623859068615
O=C1Nc2ccccc2C1=O,2.30737208363155
O=C1CCN(c2ccccc2)N1,2.720070949725649
c1ccc(-c2ccccc2)cc1,1.5349056558605407
COc1ccc(CC#N)cc1OC,2.072379811048493
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,2.708393702759793
CCCCOC(=O)COc1ccc(Cl)cc1Cl,2.4789223545528065
C1=Cc2ccccc2C1,1.7033399834766965
Cc1ccccc1Cl,1.3465108211071453
Nc1ccccc1N,2.214458493557549
Nc1ccccc1O,1.8899508752329088
Cc1ccc(C)c(O)c1,2.2236310491135343
CNC(=O)NC,1.6439952055784814
CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C,2.562229401265348
O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,2.3355524579824496
OCc1ccco1,2.328915602734749
CC(C)c1cccc(C(C)C)c1,1.2742434983667608
CC(C)c1ccc(C(C)C)cc1,1.1480484852622577
ClCc1ccccc1,2.3065056594355613
Cl[Hg]c1ccccc1,3.796781024841415
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,2.318580111348564
CC(C)OC(=O)Nc1cccc(Cl)c1,1.804686547516543
O=C(Nc1cccc(Cl)c1)OCC#CCCl,2.689984119918174
N=C(Nc1ccccc1)Nc1ccccc1,2.81563119868778
ClCc1ccc(Cl)cc1,2.175501025649577
O=C1CCCCCN1,2.290264945222016
Cc1ccc(Cl)cc1,1.5003256854516742
Cc1ccc(O)cc1,1.875623873144356
Oc1ccc(Cl)cc1,2.3132190900661582
O=C1C=CC(=O)C=C1,4.285621596548695
OCCCl,3.054613054556888
OCCO,0.6789243991530276
CCOP(=O)(OCC)OP(=O)(OCC)OCC,5.41346292323359
CCCC(C)Br,1.438749414518338
CC(C)OC(C)C,1.2399758212173326
Nc1cccc(N)c1,2.488695312633594
Nc1nc(N)nc(N)n1,1.32264304207559
Cc1ccccc1,1.1256038305734275
NC1CCCCC1,2.498100413412608
CC(C)OCCO,1.92074509136148
CCCCCl,1.6240428913566007
O=C(O)C=CC(=O)O,1.2322185549902975
CCOCCO,1.065529118576173
C1=CCCCC1,1.6135564251780448
NCCNCCN,2.0267774867514734
OCCOCCO,0.831286991893294
CCCCOCCO,2.1101599503008632
CCOCCOCCO,1.252610340567373
CCCCOCCOCCO,1.5569159773711267
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1.5700198631276236
CNC(=O)Oc1ccccc1OC(C)C,3.320655089134337
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.007458649843057
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,4.447666760239389
CNC(=O)ON=CC(C)(C)SC,5.310882804567472
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,1.852549523984908
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,3.018519088757984
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0.9195943520302472
CC1(C)C(=O)N(Cl)C(=O)N1Cl,2.554149829550868
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,1.4638594302963537
C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,2.5342006776651043
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,2.9923199294350544
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,2.865780202072836
CCCOC(=O)c1cc(O)c(O)c(O)c1,1.9288074175165573
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,2.9804547592790693
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,3.1487280721278346
CCNc1nc(Cl)nc(NCC)n1,2.161607116191236
Nc1ccc(O)cc1,2.2086324230856893
Oc1ccc(O)cc1,2.1845021545095675
O=c1ccc(=O)[nH][nH]1,0.9692934927239684
CNC=O,1.3911410244962925
CCC1(c2ccccc2)C(=O)NCNC1=O,2.037936195916714
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,2.6701503932469666
CCCCOP(=O)(OCCCC)OCCCC,2.2792724850096286
NC(=O)NO,1.2476593150912134
CC(=O)N(C)C,1.463006581943046
O=S(=O)(c1ccccc1)c1ccccc1,2.0379779805429714
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,1.7612210494020328
COC(=O)c1ccccc1C(=O)OC,1.3104943105925246
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,2.054734433675035
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,1.4721155018926797
c1ccc(Nc2ccc3ccccc3c2)cc1,1.401493633524876
CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl,2.285267050734893
CN(C)C(=S)SSC(=S)N(C)C,2.511782224501045
CNC(=S)S,2.289844249455934
CC(C)(C)CC(C)(C)S,3.914821355286231
COP(=O)(OC)OC(C)=CC(=O)N(C)C,4.03267735625431
CCCNCCC,2.557992439990428
COP(=S)(OC)SCC(=O)N1CCOCC1,3.17658926918371
O=C(O)C(=O)O,1.8082785095827676
CCCCSP(SCCCC)SCCCC,2.9309097530523864
CN(C)C(=O)Nc1ccc(Cl)cc1,1.7417926272629454
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.502507537442658
N#[N+][CH-]C(=O)CCC(N)C(=O)O,3.3525785359738074
ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,4.91566782249664
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4.420304035167887
CCOP(=S)(OCC)SCCSCC,5.040464673051197
CCOP(=S)(OCC)Oc1ccc2c(C)cc(=O)oc2c1,4.237551674738517
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.5784680359675565
CCCCCCCCCCCC(=O)OCCSC#N,2.9784133569131046
CCS(=O)CCSP(=O)(OC)OC,3.5785334220944
OC(O)C(Cl)(Cl)Cl,2.358205375741242
C[N+]([O-])(CCCl)CCCl,3.324583258260194
CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)OC)C(C)(C)O)C12,3.757032066116772
CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,4.263762992691916
CC(C)NNC(=O)c1ccncc1,2.709325698320239
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,3.7342142438229886
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.8360596302119545
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.085436151322394
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,2.8852449846326307
Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl,3.034578728463768
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,3.0083431077160614
CNNCc1ccc(C(=O)NC(C)C)cc1,2.625520413186217
CC(C)NP(=O)(F)NC(C)C,3.561528309520789
COC(=O)C(O)=CF,3.176377075518668
N#CN,1.9000940220684612
O=C(O)C(O)=CF,3.122428876155531
CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,3.923503066942104
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,2.5292319691156595
C[Hg]NC(=N)NC#N,3.822021254877633
Cc1cc(O)cc(O)c1,2.1675657959846126
O=C1CC(=O)NC(=S)N1,1.454679193601045
NC(=S)SSC(N)=S,2.396378439549764
CC(=O)OC1CC2(O)C(CCC3(C)C(c4ccc(=O)oc4)CCC32O)C2(C)CCC(OC3OC(CO)C(O)C(O)C3O)C=C12,5.88978616087735
COP(=O)(OC)OC,2.4473906268035868
CC[Hg]N(c1ccccc1)S(=O)(=O)c1ccc(C)cc1,3.978603188887858
Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.2477343796021454
CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(Cl)cc(C(=O)NC(CCC(=O)O)C(=O)O)cc1Cl,5.223237102960043
Cc1ccco1,2.233112499261324
Cc1cc(N(C)C)nc(Cl)n1,5.137685719881147
CCN(CCCl)CCCl,5.53169090319101
ClC1CCCCC1,1.5969890664473814
CN1CC(CO)=CC2c3cccc4[nH]cc(c34)CC21,3.2981927443936843
CC(C)C(O)(C(=O)OCC1=CCN2CCCC12)C(C)O,2.8502908136233835
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.3982226029368263
ClCCN(CCCl)CCCl,4.912812762904002
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,3.844518970836418
O=C1C=CC(=O)c2c1ccc1ccccc21,2.9293480147039457
CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,3.390217752539483
OC(CNCCCl)C(O)C(O)C(O)CNCCCl,3.581497388248035
CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,1.8671626423736143
N#CO,1.6337208789995978
Nc1cccc(O)c1,1.9867836734693325
CCCCC(C)=O,2.039752456118085
CN(C)C(N)=O,1.6439952055784814
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.36673217686406
Nc1c(I)cc(I)cc1C(=O)O,3.3345989385120283
ClCc1ccccc1Cl,2.5734410343216143
CCN(C=O)CC,1.7644123452342215
CC(=O)C=Cc1ccco1,2.62751261327111
Nc1ccc(N)cc1,2.910150788132332
CCNC(C)=O,1.542187827990671
N#Cc1cccc(C#N)c1,1.8751765175146609
CCNC=O,1.3867664157173134
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,3.669992626411439
CNC(=O)N(C)C,1.9122730844650588
CN(C)C(=O)N(C)C,1.9189435224644384
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.2089820961200317
CCOP(=O)(OCC)OP(=S)(OCC)OCC,5.787116019654138
NOCC(=O)O,2.7979882587278326
CNC(=O)Oc1cc(C)c(C)cc1Cl,2.862863734199279
CCC(C)c1cccc(OC(=O)NC)c1,2.785063816239705
CCCC[Sn](Cl)(Cl)CCCC,3.3822872662579013
CCN(CC)C(C)=O,1.885270732588346
O=CN(O)CC(=O)O,1.376854233067078
CCC(=O)Nc1ccc(Cl)c(Cl)c1,2.224678460479819
O=C(NP(=O)(N1CC1)N1CC1)c1cccc(Br)c1,4.138463225848726
O=C(NP(=O)(N1CC1)N1CC1)c1ccc(F)cc1,3.72253069113758
O=C(NP(=O)(N1CC1)N1CC1)c1cc(Br)cc(Br)c1,3.611742420791353
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,3.3809344633307017
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,2.712872628582069
C[Sn](C)(Cl)Cl,3.472572638530873
CN(N)C=O,2.267658569509321
CCCN(CCC)C(=O)SCC,2.0570975835406897
CNC(=O)Oc1cccc(C(C)(C)C)c1,2.6444448753462426
COP(=O)(O)OC,1.1603184035293124
O=P(O)(O)OC(CO)CO,1.704233813419392
CCN(CC)CCCl,3.6552601227048207
CCCCOC(=S)S,2.509413553292005
CN1CCCC1=O,1.1511202091453177
S=C(S)N1CCCCC1,2.2782019791448107
OCc1ccc(Cl)cc1,1.5697426155951868
O=C(O)c1ccccc1C(=O)O,2.179060608249753
O=C(C=Cc1ccco1)C=Cc1ccco1,1.889950932909422
CCOC(=O)CSP(=S)(OCC)OCC,2.41390299750444
COP(=S)(OC)SCSc1ccc(Cl)cc1,3.2427911889774124
O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1Br,3.755246473997395
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,3.3674956928928808
C[N+](C)(C)CCCl,2.1964631672947257
CN(C)P(=O)(N(C)C)n1nc(-c2ccccc2)nc1N,4.468788786410791
CNC(=O)Oc1cccc2sccc12,2.947287063771945
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,2.8237832116991988
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.043436665985952
CNC(=O)CSP(=O)(OC)OC,3.588414325598223
CCCCN(CC)C(=O)SCCC,2.257093789987417
Cc1ccc2c(c1)NC(=O)C2=O,2.395682252845747
CNC(=O)Oc1cccc(C)c1,2.5845205556857525
CCSC(=O)N(CC)C1CCCCC1,1.9667461184945936
O=C(O)c1ccc(N(CCCl)CCCl)cc1,3.619186118680061
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,4.716388748124736
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.6036249713152768
CCCC[Sn](Cl)(CCCC)CCCC,2.1508391674479697
CCNNC(=O)C1C(c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2C(O)C1CO)OCO3,3.53011733366475
CNC(=O)Oc1cccc2c1OC(C)(C)C2,4.066141455734817
CCOP(=S)(CC)Oc1ccc(Cl)cc1Cl,3.6008408094442017
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,1.976346921657194
CC(C)N(C(=O)CCl)c1ccccc1,2.302040527816405
Clc1cccc(C(Cl)(Cl)Cl)n1,1.798183517059386
O=c1c(Cl)c[nH]c(Cl)c1Cl,3.394530477111792
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,2.463519723400485
CNC(=O)Oc1ccc(N(C)C)c(C)c1,3.619637945061585
CNC(=O)Oc1cc(C)c(SC)c(C)c1,3.3527862501587458
Cc1c(Cl)ccc(Cl)c1Cl,1.6098522061598934
CCOC(=O)CSP(=O)(OC)OC,2.358327058717759
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.664521097562516
Nc1c(I)cc(C(=O)O)cc1I,2.8780642145741435
CCN(CC)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(CC)CC)C3)cc2)C1,2.9492903715807794
CN(C)C(=O)NC1CCCCCCC1,2.246192092087312
CCNc1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)c2ccccc12,2.256709524595908
CCN(CC)c1ccc(N)cc1,2.562298152637148
CCSC(=O)N1CCCCCC1,2.454990957103542
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,2.185002641495125
CCCCOP(=S)(S)OCCCC,2.028409998752332
CCOP(=S)(OCC)SCC(=O)NC(C)C,4.552319850112209
CNC(=O)C(C)SCCSP(=O)(OC)OC,3.652220647710633
NC(=O)N[Hg]c1ccccc1,3.828329862003754
O=CNCC(=O)O,1.536040515438547
CCOP(=O)(OCC)SCCS(=O)(=O)CC,5.161881364245502
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,3.961394724444903
O=C1C=Cc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2C1=NNc1ccc(S(=O)(=O)O)c2ccccc12,2.4301855510485963
CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.729910875693757
COP(=S)(OC)Oc1ccc(C#N)cc1,2.6225784329312773
Nc1cccc(C(F)(F)F)c1,2.525924388366069
CNC(=O)Oc1cc(C)cc(C)c1,2.864217965368616
COP(C)(=S)Oc1ccc(Cl)cc1Cl,3.287009491686036
CCS(=O)CC(C)SP(=O)(OC)OC,3.3943132315637445
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,1.6081976755750451
COc1coc(CSP(=O)(OC)OC)cc1=O,3.9704057701321394
CC(C)=NOC(=O)Nc1ccccc1,1.8066727994486729
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.368709504098255
N#CSc1ccc(N)cc1,3.062743928662557
CON(C)C(=O)Nc1ccc(Br)cc1,1.8252007346108945
O=C(O)c1cccc(N(CCCl)CCCl)c1,3.377133982975417
O=C(O)c1ccccc1N(CCCl)CCCl,2.9133766898137363
CCCCCCCC[Sn](Cl)(Cl)Cl,1.9495106985699309
C1CCC(NC2CCCCC2)CC1,2.506404448055119
N#CC1SC2=C(SC1C#N)C(=O)c1ccccc1C2=O,2.4682570886123827
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,1.7343336461649883
CCCCCCC(=O)NC,1.8550039962596396
NNc1c2ccccc2nc2ccccc12,4.241488371560625
CN(CCCOS(C)(=O)=O)CCCOS(C)(=O)=O,3.6069571759004777
O=C(Oc1ccc(C2CCCCC2)cc1)c1cccnc1,2.1068319566458205
Cn1c(=O)c2[nH]cnc2n(C)c1=O,2.778553992354315
CC(=O)N(C)N,2.740905218586538
O=CC=Cc1ccccc1O,2.2956726371895195
CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,1.7740631438243892
CS(=O)(=O)N(SC(Cl)(Cl)Cl)c1ccc(Cl)cc1,1.851374552821419
O=P1(NCCCl)OCCCN1CCCl,2.90490521386998
COP(=S)(OC)SCC(=O)NC(C)C,3.0125284707458597
CNC(=O)Oc1ccccc1Cl,3.092510111683981
